Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bcb8308034bda90e7703b627a7bb3f08efa85d1154f1608afdc213d897852f70,2017-05,Essex Police,Essex Police,1.260356,51.940955,On or near Petrol Station,E01022007,Tendring 002D,Investigation complete; no suspect identified
e90757bf3e46daa6b78480e4e23ebd3a542819c95f1e36a269a31a7b3f583764,2017-05,Essex Police,Essex Police,0.588251,51.512657,On or near WESTERN ESPLANADE,E01021500,Castle Point 012E,Investigation complete; no suspect identified
a81a27c806f0b061b9dc24722a8428b28ce6d958f3aaca59898b6a913c7ccf9f,2017-05,Essex Police,Essex Police,0.479067,51.566467,On or near SUNNEDON,E01021324,Basildon 019C,Investigation complete; no suspect identified
996271c6199727d8cb0b10584b70b526d5b1d62e9bf4ab0ddb12702bb0e0283b,2017-05,Essex Police,Essex Police,0.420091,51.689420,On or near ORTON CLOSE,E01021602,Chelmsford 018B,Investigation complete; no suspect identified
ab341ff0c8831910f6d99d294cbf49713087bf2cf6a0375e935fdcbbcbc35c90,2017-05,Essex Police,Essex Police,0.466294,51.567222,On or near GUN HILL PLACE,E01021295,Basildon 020B,Investigation complete; no suspect identified
9eb970d5195a4f7607880d5e2df5277bcf6849e5f7cc8824098951518438bff4,2017-05,Essex Police,Essex Police,0.106661,51.747842,On or near GIBB CROFT,E01021858,Harlow 010B,Investigation complete; no suspect identified
1a638ee4941adf2a8baf89644991ee8e40218590907f9aeb04ce6a69f1601d9c,2017-05,Essex Police,Essex Police,0.655050,51.548451,On or near Supermarket,E01015814,Southend-on-Sea 003A,Investigation complete; no suspect identified
182d60dd7da6d4c273e63e98d879b731d2f7cc70e80b2cd3ab001aefc22f850c,2017-05,Essex Police,Essex Police,0.721464,51.533968,On or near HARTINGTON PLACE,E01015841,Southend-on-Sea 014C,Investigation complete; no suspect identified
2e96e19a5dbd400b63e1c9d4482bc77eaa9455dfb8884665dee792cfe7049aa5,2017-05,Essex Police,Essex Police,0.569000,51.526328,On or near DINANT AVENUE,E01021507,Castle Point 010E,Investigation complete; no suspect identified
80a7bbb560552208391b97e447cc4289f93bd769dab953f4b862ecb79d7b0929,2017-05,Essex Police,Essex Police,1.065075,51.850393,On or near KEEBLE COURT,E01021993,Tendring 009C,Investigation complete; no suspect identified
76f0442b27d385044d3a7291a763a250b8196321f9d29ec4b37e98057add293a,2017-05,Essex Police,Essex Police,0.504052,51.566305,On or near Supermarket,E01021316,Basildon 018D,Investigation complete; no suspect identified
91153bd9a0be648080037507243b6fc54487a64983ae69f489797ca30635dfa1,2017-05,Essex Police,Essex Police,0.183699,51.723999,On or near HIGH ROAD,E01021797,Epping Forest 001C,Investigation complete; no suspect identified
923bb79bc3a47efc2c8d5b71eb3dfc6c0687772f932c8c56c50af033fc76dbf1,2017-05,Essex Police,Essex Police,0.364962,51.459223,On or near LISTER ROAD,E01016004,Thurrock 018B,Investigation complete; no suspect identified
7a329e5c2066f6ad58f1644183a6cdeec9cd8c30cc7c3adeef82d350458f1ac6,2017-05,Essex Police,Essex Police,0.094895,51.770021,On or near Nightclub,E01021872,Harlow 007E,Investigation complete; no suspect identified
d739b4ad828016b91177951d380a209882965bab3907ee50864deb922b0d076c,2017-05,Essex Police,Essex Police,0.229195,51.484933,On or near RIVER COURT,E01016014,Thurrock 015E,Investigation complete; no suspect identified
6bfc583db7ef7e142802c648a49f2c1ad6801ab43df456569658ff8992dfd2dc,2017-05,Essex Police,Essex Police,0.808306,51.631572,On or near DRAGON CLOSE,E01021881,Maldon 008F,Investigation complete; no suspect identified
eb691792cb4ae22edf17c32f16850e48f4862525fd3765d2fc714cfa7f9c99ed,2017-05,Essex Police,Essex Police,1.145073,51.912282,On or near BAYTREE CLOSE,E01021978,Tendring 003A,Investigation complete; no suspect identified
f57f4b8678f9f627b5a9c0f563c577f54973c36aa0003b1c3698f90190924092,2017-05,Essex Police,Essex Police,0.716199,51.548714,On or near CEDAR CLOSE,E01015897,Southend-on-Sea 010C,Investigation complete; no suspect identified
a877ddc443407968bc57b5b8141fc5683f0096ca7152b6e6b48982bf950ea8a9,2017-05,Essex Police,Essex Police,1.172795,51.802564,On or near SHRUBLAND COURT,E01022050,Tendring 014E,Investigation complete; no suspect identified
e4eebcd3bc28d4fa4b1dee693c18b68cf16590aba61d4ff5a62d3239a1dada78,2017-05,Essex Police,Essex Police,0.473608,51.636774,On or near WILLOWMEADE,E01021604,Chelmsford 018D,Investigation complete; no suspect identified
d7baff3ebaefe48d5d8951dedbd6e16a353a63d4e68d67fcaba3284d4aee0202,2017-05,Essex Police,Essex Police,0.810070,51.551602,On or near ST JOHN'S ROAD,E01021923,Rochford 010D,Investigation complete; no suspect identified
bda93c5f720cb8eae2c5801b4c3c53895c5ec3c725a7bc81ef3b750433d42de3,2017-05,Essex Police,Essex Police,0.642880,51.813032,On or near LABURNUM WAY,E01021420,Braintree 017C,Investigation complete; no suspect identified
99c491f95f71e995fbf4cbdf1c40d37ec54c210f96cd9d32c5751eea98f1e668,2017-05,Essex Police,Essex Police,0.247479,51.826616,On or near BROAD STREET,E01022059,Uttlesford 009A,Investigation complete; no suspect identified
e4c05b984954874efe9b6c2df681f92d60a9bd17ace09174f549b4d66cfea23c,2017-05,Essex Police,Essex Police,0.496866,51.749083,On or near CANVEY WALK,E01021620,Chelmsford 004D,Investigation complete; no suspect identified
4fde1bcac68cad7e2bd396dec8f0baef27660db904f95e8206567802c43fc0f8,2017-05,Essex Police,Essex Police,0.834625,51.888337,On or near BEACON WAY,E01021719,Colchester 012B,Investigation complete; no suspect identified
bef1038c564d63a8ee93d43bf9b31f23731e4d98ae29f4e96adc00c7b19d6c4a,2017-05,Essex Police,Essex Police,0.076800,51.649483,On or near Further/Higher Educational Building,E01021790,Epping Forest 012E,Investigation complete; no suspect identified
468553ea8fa6b11bb80753d8009fd5c8d48701c3542e537f388855688c351e02,2017-05,Essex Police,Essex Police,0.107466,51.702865,On or near CORONATION HILL,E01021762,Epping Forest 005C,Investigation complete; no suspect identified
03964abc76af361effd0c996c7e18935bc8a375c878d686de0b0735eff83fdff,2017-05,Essex Police,Essex Police,0.580800,51.879854,On or near CLAY PITS,E01021369,Braintree 012D,Investigation complete; no suspect identified
3b5dff3f6f9649b948154c110936eb4df220375050b7e893ad5582d6a9cfe621,2017-05,Essex Police,Essex Police,0.039654,51.770885,On or near TEMPLE MEAD,E01021801,Epping Forest 002E,Investigation complete; no suspect identified
2ab82a619fd5f2e5bb9b6012ce6d7117e4bc14b1d890042deec3e8649c571a93,2017-05,Essex Police,Essex Police,1.117110,51.775993,On or near MEADOW WAY,E01021990,Tendring 018C,Investigation complete; no suspect identified
18aba5a7e3b88bf93110aa8636ef489871edcff1104907198243dc550e9f5db0,2017-05,Essex Police,Essex Police,0.590548,51.980829,On or near BEWICK COURT,E01021397,Braintree 003B,Investigation complete; no suspect identified
ea07b0113aadcaa2137afde248f3bf15b6423c17dc9dd02b22da4cab4e9de1bc,2017-05,Essex Police,Essex Police,0.431405,51.568634,On or near ELIZABETH WAY,E01021288,Basildon 016B,Investigation complete; no suspect identified
ee68d117373b05b6d437914441aff12a81b27b38f3cf51e3aa3b711471fa2ab6,2017-05,Essex Police,Essex Police,0.929287,51.920948,On or near CLOUGH ROAD,E01033720,Colchester 002F,Investigation complete; no suspect identified
676e2f6361698634b4aaea360ba6fd77b2020d375cf6db2119a9c3b884608775,2017-05,Essex Police,Essex Police,0.336105,51.893251,On or near BUTCHERS PASTURE,E01022095,Uttlesford 006D,Investigation complete; no suspect identified
b15e8b62641beb1dc7224785994ff709fc9b4f7abceb1853f13e7e0dacff5969,2017-05,Essex Police,Essex Police,0.271332,51.491121,On or near Petrol Station,E01016012,Thurrock 015C,Investigation complete; no suspect identified
baa9f54c8f660323e2073d488fa0bb1a37c2bd641fa89b1acffd89ea6506da61,2017-05,Essex Police,Essex Police,0.134847,51.773205,On or near CANOPY LANE,E01021857,Harlow 001D,Investigation complete; no suspect identified
afd18760f25fb3b72afe05f1ab496a9b47db30806e7ac5e8e962cefb1013e8ac,2017-05,Essex Police,Essex Police,0.086303,51.771334,On or near Hospital,E01021843,Harlow 004E,Investigation complete; no suspect identified
401e27c9dab4d18dd1c958f3a007815751bb86bf66d2bbeaa8471e5645feb50e,2017-05,Essex Police,Essex Police,0.052653,51.651266,On or near STAPLES ROAD,E01021791,Epping Forest 012F,Investigation complete; no suspect identified
f6a52f084b1e88cd610c7000038ebcf0eede7c4484476ac2ac9b700def14e3e8,2017-05,Essex Police,Essex Police,0.924702,51.868314,On or near SAVILL ROAD,E01021667,Colchester 016F,Investigation complete; no suspect identified
7c05281d9874e4eff97e7eb1ef037b00153537f9df3c42f46fc6426670452caf,2017-05,Essex Police,Essex Police,0.134047,51.751646,On or near LONDON ROAD,E01021768,Epping Forest 001A,Investigation complete; no suspect identified
d8e9dfa187245c7527200cc002190f07dd7a755769cc7bf32e727b9ad0f2a14e,2017-05,Essex Police,Essex Police,0.371719,51.453493,On or near Park/Open Space,E01016004,Thurrock 018B,Investigation complete; no suspect identified
de031ee361b6b1f12709b33a3e8d1845e411293a1c9532d290a98a3c2c5842f0,2017-05,Essex Police,Essex Police,0.419664,51.480383,On or near GLOUCESTER AVENUE,E01015948,Thurrock 013B,Investigation complete; no suspect identified
5d11b511cbbd511e04713448f6d0762475c06bb779edb0dcabd5bbb76c129067,2017-05,Essex Police,Essex Police,0.128505,51.791215,On or near TEMPLE BANK,E01021848,Harlow 002E,Investigation complete; no suspect identified
5d8073fcca52dbdc6bf5ad5189361de50674dcca22dcf4fe5b6b7da4fbba65e1,2017-05,Essex Police,Essex Police,0.336108,51.499713,On or near ELMWAY,E01015993,Thurrock 009C,Investigation complete; no suspect identified
bad98329e9d1d461f3704951345ce696f852a16ccf35aa0ac4f106410d87065e,2017-05,Essex Police,Essex Police,0.509379,51.695658,On or near LITTLE AND GREAT SIR HUGHES LANE,E01021555,Chelmsford 017D,Investigation complete; no suspect identified
43b366f68f0905df1a73843fa7bb82e003481ca66a8ce39d938d9f1c68b5dbda,2017-05,Essex Police,Essex Police,0.324019,51.478460,On or near Theatre/Concert Hall,E01015956,Thurrock 016B,Investigation complete; no suspect identified
0d605fbd9a18448f36846ce016b0d5c8074bdf5533f574341c45bc21ca1d829f,2017-05,Essex Police,Essex Police,0.049588,51.646454,On or near CONNAUGHT AVENUE,E01021781,Epping Forest 014B,Investigation complete; no suspect identified
71bfbe2f72952376f6ecbebd905bc8744330b363a277b812cc8294e35ddf41be,2017-05,Essex Police,Essex Police,0.200403,51.901677,On or near Parking Area,E01022083,Uttlesford 005C,Investigation complete; no suspect identified
13087dab429fcc519af066f5ef9467555e8e6ea2237722b587d845e77faa8f08,2017-05,Essex Police,Essex Police,0.113864,51.777379,On or near GREAT PLUMTREE,E01021845,Harlow 002B,Investigation complete; no suspect identified
71e79a250666c407de08103e5aba802894ae7ed277df619cf7557c5baec81884,2017-05,Essex Police,Essex Police,0.055592,51.639542,On or near HOWARD CLOSE,E01021785,Epping Forest 014D,Investigation complete; no suspect identified
ee03e4c4a9e65eeee3bc73e77e57400afbf004aa97564878493d4677951d6f65,2017-05,Essex Police,Essex Police,0.641140,51.803368,On or near THE AVENUE,E01021416,Braintree 017B,Investigation complete; no suspect identified
7ee9bf3e2c00a579ffdced2526224a0d02922bb20738bb76f585bafe10dd2576,2017-05,Essex Police,Essex Police,0.511181,51.581243,On or near LANGFORD GROVE,E01021303,Basildon 011B,Investigation complete; no suspect identified
5bdfc06114a9fcad48eced27f9e412c9dc4fa7e48953cf8cf6ed521f918871f3,2017-05,Essex Police,Essex Police,0.650550,51.804037,On or near MOSS ROAD,E01021416,Braintree 017B,Investigation complete; no suspect identified
2348f69a7f041a98141dc30162bc290f809ade31099db81c041f64f86e11e9fd,2017-05,Essex Police,Essex Police,0.708846,51.542220,On or near Parking Area,E01015895,Southend-on-Sea 010A,Investigation complete; no suspect identified
346de2fb38966705a52a8d81cf3d4cae99e267a7cfdde077cf4b03f0600b7e62,2017-05,Essex Police,Essex Police,0.283224,51.475413,On or near FLINT STREET,E01016012,Thurrock 015C,Investigation complete; no suspect identified
35d681bd52c3c8ac655b2adecb292dfeb4bb86a90f9802fd1b5518c1fe9fea26,2017-05,Essex Police,Essex Police,0.576999,51.885307,On or near ANSON WAY,E01021351,Braintree 007B,Investigation complete; no suspect identified
c6991463c291998e82ae28ecc419f73661fb41cdeb392302d5d722c1b2e8331e,2017-05,Essex Police,Essex Police,0.462457,51.585127,On or near Nightclub,E01021268,Basildon 015B,Investigation complete; no suspect identified
ffe0e18c2d2c843de6fab74a40f6e143e19487b7e9026ac3e4ccf8c4a3f90568,2017-05,Essex Police,Essex Police,0.329709,51.472268,On or near CREST AVENUE,E01015952,Thurrock 017B,Investigation complete; no suspect identified
dce2aa774112aa349b86aafe9ec279df4439344db11b7d55b79feaba939c842b,2017-05,Essex Police,Essex Police,0.724546,51.555868,On or near Supermarket,E01015871,Southend-on-Sea 006C,Investigation complete; no suspect identified
919150af2c286e6c1d14a0b90d8a20795d6b11ace1338521ba5c004911dbd071,2017-05,Essex Police,Essex Police,0.359937,51.465350,On or near HOBART ROAD,E01016006,Thurrock 018D,Investigation complete; no suspect identified
1c31a462986147647378ff913b4ed5ff0d13142b9d1793a22cea910c6bb1c1cd,2017-05,Essex Police,Essex Police,0.496745,51.747673,On or near Supermarket,E01021625,Chelmsford 007D,Investigation complete; no suspect identified
d3e6849fa917abc23233d68218fdeb87a5d6e88ec16a0f88684de3e689a55558,2017-05,Essex Police,Essex Police,0.535918,51.878619,On or near Petrol Station,E01021358,Braintree 008C,Investigation complete; no suspect identified
b10164cf5bb662d5330d63a53432431ba546fa34c41a8045f1f7c50f997304dd,2017-05,Essex Police,Essex Police,0.483066,51.565699,On or near ROOKYARDS,E01021327,Basildon 019E,Investigation complete; no suspect identified
0a8f33a15c08402ae408f9873ddce59d247385445aecdba05dda9e563658aef0,2017-05,Essex Police,Essex Police,0.285766,51.510112,On or near GALEY GREEN,E01015976,Thurrock 007F,Investigation complete; no suspect identified
c95d7e44d623769d4d59ecf84c5067e60caf26213f8a829a5d18986e2e6a6040,2017-05,Essex Police,Essex Police,0.282488,51.487496,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
fd383976dd0d55fb00b21c123be66eec58f312b22d7e9e67490870b83f38975a,2017-05,Essex Police,Essex Police,0.572015,51.880227,On or near HAY LANE NORTH,E01021370,Braintree 011B,Investigation complete; no suspect identified
40625de01c40ef39b06da25fcc4f111c3c036a136cbf2c327b01fc9e3c07df57,2017-05,Essex Police,Essex Police,0.442753,51.563353,On or near BOTELERS,E01021294,Basildon 020A,Investigation complete; no suspect identified
2d458742fbc1b78dd174cb100ed8058fcda4cf70913aed583fa89fda5980d5c3,2017-05,Essex Police,Essex Police,0.292065,51.608535,On or near PASTORAL WAY,E01033063,Brentwood 007F,Investigation complete; no suspect identified
d6268fee9ad1b1f4e16029065f26fbea87983b7819ec0a1ff3c9026b51c524b7,2017-05,Essex Police,Essex Police,1.155579,51.802416,On or near WINDMILL PARK,E01022043,Tendring 014B,Investigation complete; no suspect identified
faa4c44d3157396352d124f23e2f59ec4a1e1cbbdbcec8cf2c79dbaaa4539da9,2017-05,Essex Police,Essex Police,0.133430,51.785883,On or near SWALLOWS,E01021856,Harlow 001C,Investigation complete; no suspect identified
32c8d3c27c6cf8132b9c9d26d80fa1c6647ae9c1a0587658b3a2db9094bab61e,2017-05,Essex Police,Essex Police,0.290865,51.616841,On or near Petrol Station,E01021438,Brentwood 006A,Investigation complete; no suspect identified
9dc8c521f09b3aa0654f38b10023f5a3ab456f1271d01e8f3c0a3c478c3bc7c6,2017-05,Essex Police,Essex Police,0.445960,51.579555,On or near MILES GRAY ROAD,E01021319,Basildon 017E,Investigation complete; no suspect identified
67b7e782710cbc2e2bd3962c33d1fc3180b69eb395ba719b36a00c0581c8b523,2017-05,Essex Police,Essex Police,1.185398,51.799416,On or near MADEIRA ROAD,E01022034,Tendring 012C,Investigation complete; no suspect identified
1c3020f7b974b7d2a216306a104389f06d17cadceb08a20de6e97710523e3def,2017-05,Essex Police,Essex Police,0.369426,51.468414,On or near WREN WALK,E01016007,Thurrock 018E,Investigation complete; no suspect identified
0fb05f8a21cbc8bfa0c5e340ac8a2397477cb871f2b94501b375e2104a4ffbb2,2017-05,Essex Police,Essex Police,0.303339,51.517062,On or near POPLAR CLOSE,E01015974,Thurrock 006E,Investigation complete; no suspect identified
8ea8a4db9f7a2f20adfc230400cdc80d55983a5265e2e1d69df4228198a935ab,2017-05,Essex Police,Essex Police,0.584525,51.523990,On or near URMOND ROAD,E01021488,Castle Point 010C,Investigation complete; no suspect identified
d8d151991aae7a81fa28afb233051856f727fb8d955f7fd5311e78fed79d4263,2017-05,Essex Police,Essex Police,0.467307,51.588577,On or near ENDEAVOUR DRIVE,E01021268,Basildon 015B,Investigation complete; no suspect identified
5c2c74ca0025a1852c8cb7fa05a39bd77a302f01f8b4eee863b104c4fed07a16,2017-05,Essex Police,Essex Police,0.713596,51.539394,On or near Nightclub,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
577aa8c63e1e6141b83c5c693471021690756a4dc8eae1948782d83c4e403aa4,2017-05,Essex Police,Essex Police,1.025473,51.938210,On or near HARWICH ROAD,E01022013,Tendring 003B,Investigation complete; no suspect identified
3c3c5a0612440e51c3056cf7c651754c98202a33e10b39d788f01172406ca95c,2017-05,Essex Police,Essex Police,0.731648,51.539083,On or near RIVIERA DRIVE,E01015839,Southend-on-Sea 014A,Investigation complete; no suspect identified
f371ea29d70586fe24ad0894f9adce2caa3fb92bba86cd2bfc0acb296d382e82,2017-05,Essex Police,Essex Police,0.056132,51.639334,On or near ARAGON CLOSE,E01021785,Epping Forest 014D,Investigation complete; no suspect identified
d6ac6868546ac884f34cdb16179c017d03e7c6e3d047b9ecc663cd4514da5dc9,2017-05,Essex Police,Essex Police,0.629816,51.762343,On or near GROVE LEA,E01021396,Braintree 018D,Investigation complete; no suspect identified
94e88eef4c02508052b421ef1ae4a0d69be523c4e999261fc32549f062f41fa8,2017-05,Essex Police,Essex Police,0.267488,51.871015,On or near BEECH CLOSE,E01022090,Uttlesford 006B,Investigation complete; no suspect identified
164fa2ff21140cf798fb16058ee4bfe0267dcb65019d1af74f2c700d3972a004,2017-05,Essex Police,Essex Police,0.797962,51.642656,On or near PINNERS CLOSE,E01033057,Maldon 008G,Investigation complete; no suspect identified
a15452b545e80f724f1ff43c6bb2754e0f0811617fa60ef73d68b5e981e40050,2017-05,Essex Police,Essex Police,-0.009225,51.646189,On or near GILWELL CLOSE,E01004349,Waltham Forest 001A,Investigation complete; no suspect identified
4e39508d404c8040849a9f4a8d36a421824e35780491ea8bb615ed1aa04510c3,2017-05,Essex Police,Essex Police,0.054348,51.650714,On or near WOODLAND ROAD,E01021791,Epping Forest 012F,Investigation complete; no suspect identified
c0ff684362cfba920b002a24310cfe036e5bede3c7543a772ecbc253fec297aa,2017-05,Essex Police,Essex Police,0.497097,51.755643,On or near DAFFODIL WAY,E01021619,Chelmsford 004C,Investigation complete; no suspect identified
43487c9392dbb4af8d14c9585b031efc8bccc7838fbb5b0382c71ac3b4ac5205,2017-05,Essex Police,Essex Police,0.375745,51.466425,On or near PARKER AVENUE,E01016008,Thurrock 018F,Investigation complete; no suspect identified
18aebe3c7945774abbd45ed3e8c688e0038f2d2c80020aa890d628d475349a3d,2017-05,Essex Police,Essex Police,0.473092,51.919956,On or near Park/Open Space,E01021404,Braintree 005A,Investigation complete; no suspect identified
74615928fb9517489435aec66ca260998c151397c5fe9610380744d9a86c8dcf,2017-05,Essex Police,Essex Police,0.696459,51.596152,On or near Supermarket,E01021932,Rochford 007B,Investigation complete; no suspect identified
ae584f76aa530730f3dc02ef6840563c2800a66778ebd93073150854d10dcd6c,2017-05,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Investigation complete; no suspect identified
6737d580bb596494ffbe965c6f2fd9179c3799121834ce7ba34668fa17f6cad0,2017-05,Essex Police,Essex Police,0.426049,51.568331,On or near CROSSE COURT,E01021286,Basildon 016A,Investigation complete; no suspect identified
62d989f5ba9b58f09d130444b3d85f3e810137690c717ab3ca63526fd583d6f2,2017-05,Essex Police,Essex Police,1.261822,51.848246,On or near GROVE AVENUE,E01022055,Tendring 006D,Investigation complete; no suspect identified
3a6e1aa61433a3213ee0d00799d0557859cc62021f8943d50e96fcc366136058,2017-05,Essex Police,Essex Police,0.085261,51.775147,On or near HODINGS ROAD,E01021839,Harlow 004A,Investigation complete; no suspect identified
d0e8778bcaa33f9376fc2a4be3970a8c79d1952faffbd22af877365015e79e5e,2017-05,Essex Police,Essex Police,0.802146,51.880697,On or near LONDON ROAD,E01021654,Colchester 010A,Investigation complete; no suspect identified
0c15cf5f687609825188859b4c08d26be81a3dbc7032858b9c230297f284d5db,2017-05,Essex Police,Essex Police,0.553183,51.859710,On or near BUCK HILL,E01021347,Braintree 013A,Investigation complete; no suspect identified
e840bc5ac3763e0cc821c49225cf796ad47b74adc2611af4793123386f297cbd,2017-05,Essex Police,Essex Police,0.783856,51.540715,On or near WOODCOTES,E01015882,Southend-on-Sea 013G,Investigation complete; no suspect identified
2f7c7b834dbbfea27c5dd38a5602dc548cf8dbaa01f9a47ae62fee79668bf2c0,2017-05,Essex Police,Essex Police,0.284143,51.486609,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
d81c757a29189ecd1b34507f9ef5c0c867daa1f52b149d01edfdc8988bcc4353,2017-05,Essex Police,Essex Police,0.272254,51.492281,On or near Motorway Service Area,E01016012,Thurrock 015C,Investigation complete; no suspect identified
0711bb01f9cd5d51e8a47c7150b587d6c163dc10e7eaa9f50795a78cb5296ff6,2017-05,Essex Police,Essex Police,0.332262,51.472073,On or near CURZON DRIVE,E01015952,Thurrock 017B,Investigation complete; no suspect identified
399a3a5caef4c6aba2a67a5ce407942f3e35f85995c23838fc3ba4bf3b6dfd0b,2017-05,Essex Police,Essex Police,0.737918,51.551510,On or near LLOYD WISE CLOSE,E01015886,Southend-on-Sea 009D,Investigation complete; no suspect identified
179a07e27653512665c23e55c9808f38e6712ceb3d4352f3f2228bdf5c4ac5fe,2017-05,Essex Police,Essex Police,0.016413,51.686155,On or near CHARTWELL CLOSE,E01021809,Epping Forest 008C,Investigation complete; no suspect identified
8d7103c6fc57400458bbe14676708393b06eba25bfc547f61fd9ffb4757e8ac5,2017-05,Essex Police,Essex Police,0.406782,51.724101,On or near HIGHWOOD ROAD,E01021634,Chelmsford 011D,Investigation complete; no suspect identified
7cc3bded57e57dd1de1d6ad90ff61679bca495a73a8d45608f3fdc9486ff6f25,2017-05,Essex Police,Essex Police,0.694351,51.537095,On or near LEONARD ROAD,E01015851,Southend-on-Sea 015A,Investigation complete; no suspect identified
cea595789e8417ff01eac2f4c21eb31c687e83c2607d3137fe01b040e5f4f258,2017-05,Essex Police,Essex Police,0.245383,51.708223,On or near LOVE LANE,E01021755,Epping Forest 004C,Investigation complete; no suspect identified
a223fb9f670b9754c15fafb52342ac18daa845816761438b58cbe8796da9e784,2017-05,Essex Police,Essex Police,0.993422,51.881892,On or near Petrol Station,E01022052,Tendring 005D,Investigation complete; no suspect identified
2ff6aa9d80496b748936ea93786fb6ff66bb08a39b6653729dcbaad838b2d5b2,2017-05,Essex Police,Essex Police,0.488952,51.561455,On or near LITTLETHORPE,E01021325,Basildon 019D,Investigation complete; no suspect identified
2e05464b8529008ef0bf4b2e824f6b4b261753e61ecfe33a717b594f8e15b25b,2017-05,Essex Police,Essex Police,0.462713,51.570912,On or near Parking Area,E01021318,Basildon 015C,Investigation complete; no suspect identified
29bc1baf9c189ea1dc8bc65576e2426c8cba98384d5d549a8699a5cee2926eaa,2017-05,Essex Police,Essex Police,0.430299,51.580914,On or near KATHLEEN FERRIER CRESCENT,E01021274,Basildon 010D,Investigation complete; no suspect identified
1904e67ecd1dae79cc70f763d10440e2ff95d5b3d12f720e6424f83847cd30dd,2017-05,Essex Police,Essex Police,0.897988,51.883492,On or near Sports/Recreation Area,E01021651,Colchester 013A,Investigation complete; no suspect identified
e32b19bd9312b8fe500eacd0cb273d435e7764cbaf0d46686b775e029b8bfb02,2017-05,Essex Police,Essex Police,0.363628,51.464043,On or near CHRISTCHURCH ROAD,E01016010,Thurrock 018H,Investigation complete; no suspect identified
5897d03af84d387424c259c5267e25c715fc7750282aeccf72b2aa9fae3914b7,2017-05,Essex Police,Essex Police,0.737732,51.542170,On or near GLENMORE STREET,E01015884,Southend-on-Sea 009B,Investigation complete; no suspect identified
2f9cc8f8838d2d6a0d0bdcbff2db47a80ed94909fa8cfa8a36d8763e6b92d86f,2017-05,Essex Police,Essex Police,0.011028,51.683145,On or near ROUNDHILLS,E01021808,Epping Forest 008B,Investigation complete; no suspect identified
92c7f02029c34d63b03671880abf8c1cfbd018e6fc6c99e7e4c5be310066758f,2017-05,Essex Police,Essex Police,0.919727,51.910133,On or near Supermarket,E01021671,Colchester 002D,Investigation complete; no suspect identified
9e07af0912cbafa9583362ae51946de4bc24aa8c794f35c8b53ee7fba8cbf22f,2017-05,Essex Police,Essex Police,0.419664,51.480383,On or near GLOUCESTER AVENUE,E01015948,Thurrock 013B,Investigation complete; no suspect identified
a822dfb09c10ee3fdad6ea120a3597fadc96f1f4a0b7be3eafce7127580875c7,2017-05,Essex Police,Essex Police,0.454697,51.583653,On or near CHESTER HALL LANE,E01021268,Basildon 015B,Investigation complete; no suspect identified
7269bcee2248ab31916d0b0a221430b76ba896a14f3737f1c2c8b422b89055c1,2017-05,Essex Police,Essex Police,0.253871,51.510091,On or near RAVEL ROAD,E01015924,Thurrock 008C,Investigation complete; no suspect identified
873539a97a1b9735a79e5c672dff6da7499a57bfed180d660a809cfa2df14597,2017-05,Essex Police,Essex Police,0.326444,51.480561,On or near HAMPDEN ROAD,E01015959,Thurrock 016C,Investigation complete; no suspect identified
3e40b9186b79f46953e84ae3f69128cfee9e708e9f771c9ba5f7fbf51ba5d900,2017-05,Essex Police,Essex Police,0.116751,51.688166,On or near STEWARDS CLOSE,E01021759,Epping Forest 006D,Investigation complete; no suspect identified
d45e9a0b2403f5cda970c79e144a4a44fe4eb307894be2dcb034ca430b5486ca,2017-05,Essex Police,Essex Police,0.282488,51.487496,On or near Shopping Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
bcf671a482f10c241b9fe93f73ef14bb85b52b64071285d80b80f16c9d4cd449,2017-05,Essex Police,Essex Police,1.261822,51.848246,On or near GROVE AVENUE,E01022055,Tendring 006D,Investigation complete; no suspect identified
2acc33386ed4d596b5335ec765f8ddb0f3d52469da9ff5cc2c1a6f094e82a477,2017-05,Essex Police,Essex Police,0.471582,51.570798,On or near CLEVELAND ROAD,E01021321,Basildon 015E,Investigation complete; no suspect identified
4f7a07616990134c10ac65befb36291363c73a32ee1e0dc5e51b54676044a208,2017-05,Essex Police,Essex Police,0.443674,51.528602,On or near LYNDHURST ROAD,E01015988,Thurrock 002D,Investigation complete; no suspect identified
054a23ce062f7c571940b3f6fae1bb92491cf7f710b8813327333e6e6c9a7680,2017-05,Essex Police,Essex Police,0.089122,51.767723,On or near LITTLE GROVE FIELD,E01021872,Harlow 007E,Investigation complete; no suspect identified
147c45111f6494c3820eb98b1140207124892e78ab5378b3df4ba0736656f542,2017-05,Essex Police,Essex Police,0.661486,51.609497,On or near CHERRY CLOSE,E01021940,Rochford 003H,Investigation complete; no suspect identified
