Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6fb0a13a2270a3c86cf290b1cad9f0223a6612cc0866c72612e21377c1b5779a,2019-07,South Wales Police,South Wales Police,-3.787545,51.766358,On or near HEOL ALLTYGRUG,W01000973,Neath Port Talbot 020F,Investigation complete; no suspect identified
c011860be53079bcc8bf7a3229aabe7f08f3c4e440c5240c400d560024a4d511,2019-07,South Wales Police,South Wales Police,-3.787575,51.595632,On or near Pedestrian Subway,W01000884,Neath Port Talbot 017A,Investigation complete; no suspect identified
9b796e1fedfe401966f9c030428c4ab391566b83e860a8f27417e77ca62f75e0,2019-07,South Wales Police,South Wales Police,-4.020751,51.669714,On or near Parking Area,W01000838,Swansea 004E,Investigation complete; no suspect identified
11f613a8a770bebbe0f4822482647f6f711afb2da253b89e4fb48653b998fff6,2019-07,South Wales Police,South Wales Police,-3.249979,51.480426,On or near TY-COCH ROAD,W01001739,Cardiff 039C,Investigation complete; no suspect identified
d6fce349ebe845d1afdbeb18941b1f362ae9f839733f18abcb2c66a31f5f5119,2019-07,South Wales Police,South Wales Police,-3.248672,51.472140,On or near PANT-Y-DERI CLOSE,W01001703,Cardiff 045B,Investigation complete; no suspect identified
c2002e5ccf6eb114190a483702347b418814e073d56beefa23cb995260470071,2019-07,South Wales Police,South Wales Police,-3.961693,51.639035,On or near TORRINGTON ROAD,W01000762,Swansea 013C,Investigation complete; no suspect identified
404abc6535a7de79c98fec8d5f8c82c36eb5df98d57332488ec32ec513563d56,2019-07,South Wales Police,South Wales Police,-3.197764,51.473930,On or near ST DONATS ROAD,W01001711,Cardiff 040C,Investigation complete; no suspect identified
3de0f52d94a125707f682e2d09d36b46e892c9fe26fd17b35a61830ec196bd8f,2019-07,South Wales Police,South Wales Police,-3.178071,51.495315,On or near CRWYS ROAD,W01001720,Cardiff 028C,Investigation complete; no suspect identified
4762770fd5dc31a0cfd197e061a0afeb73f247c2dce3f735e04592d652bf5764,2019-07,South Wales Police,South Wales Police,-3.962144,51.627715,On or near CLOS MORGANNWG,W01000867,Swansea 019F,Investigation complete; no suspect identified
d880951450958bf6898a852a8b6fd1997da61bf0de12459be64c788c6d54a0a8,2019-07,South Wales Police,South Wales Police,-3.140587,51.484293,On or near MADOC ROAD,W01001871,Cardiff 037B,Investigation complete; no suspect identified
5c1fda086cf4579c8ed8a038c929479d847ea8def09f6f88d87fc4ea0c3c0d23,2019-07,South Wales Police,South Wales Police,-3.145389,51.481683,On or near SOUTH PARK ROAD,W01001873,Cardiff 038C,Investigation complete; no suspect identified
797b6dcda9aca5b4b786e25f98db7117c7f30ce016c6eb50cf571aa1c04898c7,2019-07,South Wales Police,South Wales Police,-3.147977,51.492961,On or near DOMINION WAY,W01001825,Cardiff 029D,Investigation complete; no suspect identified
7085cf9f8d58e1ac10a6fe266ef8420f4bd4c107db2c5e0a145795c45c012bdd,2019-07,South Wales Police,South Wales Police,-3.390935,51.547627,On or near Hospital,W01001242,Rhondda Cynon Taf 030D,Investigation complete; no suspect identified
1e014d4f156bfa6fe43589483b2045cb899ea7c0e315fcc422f43cacc891c1fc,2019-07,South Wales Police,South Wales Police,-3.379833,51.744770,On or near Shopping Area,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified
0b70ef1d5f5644843044bc951b704eccdbc8cd7265fafc0ae5fe404ef421a863,2019-07,South Wales Police,South Wales Police,-3.206081,51.498267,On or near Supermarket,W01001756,Cardiff 025B,Investigation complete; no suspect identified
509e0792b845601cf72bf1445e100ec4e004ebf5755f97bcf4a2e256c35e576d,2019-07,South Wales Police,South Wales Police,-4.023938,51.618581,On or near GOETRE FAWR ROAD,W01000782,Swansea 023C,Investigation complete; no suspect identified
7324e443f9653b9a53bbec8e522ab4f7fe18a2d4b8e68e41a345c516f7a89ce7,2019-07,South Wales Police,South Wales Police,-3.997863,51.574830,On or near Supermarket,W01000825,Swansea 031C,Investigation complete; no suspect identified
c669ff4193d46bdb8f30e318704c6a9e02736410c59fe00fb497a63e587898e3,2019-07,South Wales Police,South Wales Police,-3.181822,51.457088,On or near SEAGER DRIVE,W01001946,Cardiff 049C,Investigation complete; no suspect identified
4284d6f23ab81ba8428eda028b87bf5ecfd08dc66e3e609258ae41b9678b8b66,2019-07,South Wales Police,South Wales Police,-3.157737,51.485320,On or near CLIFTON STREET,W01001694,Cardiff 036A,Investigation complete; no suspect identified
f07d8b2dce72dc95f66de51ba42ef8b89ffa775e164d1ff07d47059fe3398f47,2019-07,South Wales Police,South Wales Police,-3.965662,51.618196,On or near UPLANDS CRESCENT,W01000869,Swansea 024C,Investigation complete; no suspect identified
f081703bd351408d1787bd528ed82745f9ebd58932064a10d8a2cbe491b8475e,2019-07,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
160b1c4c77ea1425bcb9e26ae9e118c0c24c6a5fe8be05df790cf9400f2c6c6a,2019-07,South Wales Police,South Wales Police,-3.658909,51.631395,On or near HUMPHREYS TERRACE,W01000993,Bridgend 001C,Investigation complete; no suspect identified
2315fdef0008aecf4d63dc343ad934ac93033f4f4a072086a3557039e209bced,2019-07,South Wales Police,South Wales Police,-3.379023,51.683887,On or near B4275,W01001204,Rhondda Cynon Taf 006A,Investigation complete; no suspect identified
054ee814939fdc86adba1e7528314f2cd0eeaef4cef28d65ac1fcfe5a9a16c2a,2019-07,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
53d7231f72e4190f3af3269b2cd8dab8e47c9a74d826ecdcee4e243501e653e9,2019-07,South Wales Police,South Wales Police,-3.755003,51.644681,On or near B4287,W01000945,Neath Port Talbot 014E,Investigation complete; no suspect identified
88d2f002f8d9da0522c50f91656d0dd2c74700e8e98207aef5c00d99d3cc6505,2019-07,South Wales Police,South Wales Police,-3.940517,51.634540,On or near GERALD STREET,W01000790,Swansea 016F,Investigation complete; no suspect identified
fdf7b8f17f799aed33c3a13d3091c9cb9a1312662598e21ac45a7296f2db9406,2019-07,South Wales Police,South Wales Police,-3.201944,51.479579,On or near MAJOR ROAD,W01001713,Cardiff 040E,Investigation complete; no suspect identified
8060f84b6b49a5c96c7efa458657b6fc8f533b560a10dce82f4ab024c04e20e6,2019-07,South Wales Police,South Wales Police,-3.238125,51.489939,On or near MCCALE AVENUE,W01001752,Cardiff 031B,Investigation complete; no suspect identified
dc9bb9d1ab731ea502059e47e9e2eeecbebd394aee9dc2d00e816b9aca4f96c4,2019-07,South Wales Police,South Wales Police,-3.372957,51.681342,On or near Petrol Station,W01001204,Rhondda Cynon Taf 006A,Investigation complete; no suspect identified
0612f6b4348d658b78a0860ce2f7f66e8329446a55b6e97197015e5ec98cb69c,2019-07,South Wales Police,South Wales Police,-3.119919,51.518328,On or near WOOLACOMBE AVENUE,W01001803,Cardiff 015A,Investigation complete; no suspect identified
82ca43b83fe1babe7f3f23c85fa41c0ad0e21c4990f68a9f3a0e35d42f66f33e,2019-07,South Wales Police,South Wales Police,-3.134052,51.513463,On or near RIDGEWAY ROAD,W01001806,Cardiff 015D,Investigation complete; no suspect identified
bc77841b67c811f83ace99e654d272c604725adf2e3135d12ff07b51a5f77e3a,2019-07,South Wales Police,South Wales Police,-3.941381,51.625686,On or near STRYD FAWR,W01001955,Swansea 025F,Investigation complete; no suspect identified
37129db454e66b2e291320ee534f9c518b1f6343702a06e9368e0f8ce642371b,2019-07,South Wales Police,South Wales Police,-3.172859,51.483651,On or near WINDSOR LANE,W01001939,Cardiff 032F,Investigation complete; no suspect identified
bbeb73340cf1061a51c5260a6943b6ddb09914bc084f85d4f39273a3435acd4f,2019-07,South Wales Police,South Wales Police,-3.382301,51.745882,On or near Parking Area,W01001293,Merthyr Tydfil 004B,Investigation complete; no suspect identified
88ba9fe0a1152632ee0c9499a2d5a3430a0913bc643d03beb220f42b0f989e70,2019-07,South Wales Police,South Wales Police,-3.434864,51.616318,On or near PEN DINAS,W01001232,Rhondda Cynon Taf 020D,Investigation complete; no suspect identified
1b7dc0ccb48cf1ea2ed825a2b217a3f4cc45270578ffe557dfa8cde8275529e6,2019-07,South Wales Police,South Wales Police,-3.392813,51.551022,On or near Parking Area,W01001242,Rhondda Cynon Taf 030D,Investigation complete; no suspect identified
6b3d741a1993da64c56b85148d7d39212d485892cf7b17de50e07251e16f30e5,2019-07,South Wales Police,South Wales Police,-3.188807,51.492716,On or near NORTH ROAD,W01001721,Cardiff 032A,Investigation complete; no suspect identified
3e2752e73d16a6c69f2d7f256b0c9e77cb346fc3fb1ce97744af4d722b19e9d6,2019-07,South Wales Police,South Wales Police,-3.198648,51.481259,On or near PICTON PLACE,W01001861,Cardiff 034D,Investigation complete; no suspect identified
ae2a214173584181866c4fc1b2692a042015a41c510d38740d4963d997e7003a,2019-07,South Wales Police,South Wales Police,-3.187400,51.470142,On or near HAVELOCK PLACE,W01001767,Cardiff 044D,Investigation complete; no suspect identified
d41a22f61eec113c155535891a2c3ac7073adf1e1d03023c9952028d2986ba06,2019-07,South Wales Police,South Wales Police,-3.121571,51.522790,On or near BAMPTON ROAD,W01001804,Cardiff 015B,Investigation complete; no suspect identified
7e974f15bf3a0ed26186784d6ad09fad55381f55c513fb8625cc6f3570c13980,2019-07,South Wales Police,South Wales Police,-3.097093,51.519686,On or near CLOS GWERN-Y-MOR,W01001884,Cardiff 013D,Investigation complete; no suspect identified
333ff38f9c8636091111599e52e668155327dfb9b1d1429039f0607148f41623,2019-07,South Wales Police,South Wales Police,-3.204455,51.468269,On or near WHITTLE ROAD,W01001711,Cardiff 040C,Investigation complete; no suspect identified
d4d254f6c0dc638e76361e16d753e47e1d4119c0e056406387803c1e2f1cc63b,2019-07,South Wales Police,South Wales Police,-3.179290,51.481140,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified
e0649dc38f5e15245f3ad5c4b5650fc059fbae9f1fd227b0271243068cd1724d,2019-07,South Wales Police,South Wales Police,-4.042086,51.669471,On or near Further/Higher Educational Building,W01000773,Swansea 005A,Investigation complete; no suspect identified
b65b5d412a5f582cf570cc1fad226638b6c34fc69b5ca43c54d9661578062662,2019-07,South Wales Police,South Wales Police,-3.848246,51.662152,On or near WOODLAND ROAD,W01000915,Neath Port Talbot 010D,Investigation complete; no suspect identified
cd4645f40c461dfadb0480afa827a3397369339e3f8b857a3e15a38bee85a12a,2019-07,South Wales Police,South Wales Police,-3.947257,51.619843,On or near Parking Area,W01000745,Swansea 025B,Investigation complete; no suspect identified
687df24056e5e9517c21199bd7f014577fcd65bbb7ae352932f3ce85e29e1657,2019-07,South Wales Police,South Wales Police,-3.195777,51.481090,On or near NORTH MORGAN STREET,W01001861,Cardiff 034D,Investigation complete; no suspect identified
a49ed97bc029bff0cf00d5c3d39dbaa1ec64dc91b5ee1a07845bb2c4f92ca353,2019-07,South Wales Police,South Wales Police,-3.780317,51.766827,On or near SWAN LANE,W01000973,Neath Port Talbot 020F,Investigation complete; no suspect identified
2d735659bd6c370f5c849ba5718359fff94c7347d32f32026b041cf52958c807,2019-07,South Wales Police,South Wales Police,-3.258233,51.476876,On or near SEVENOAKS ROAD,W01001741,Cardiff 039E,Investigation complete; no suspect identified
4a12a5c7b612f4458a85a89560e82675516d19bcfa0c68961bc95a93c67056d3,2019-07,South Wales Police,South Wales Police,-3.960761,51.640876,On or near UPPER GENDROS CRESCENT,W01000767,Swansea 015E,Investigation complete; no suspect identified
c10a88fbb212c48460a729ab3b9605bbd23fb67a4e9e9f065785745f7a5a4f65,2019-07,South Wales Police,South Wales Police,-3.211716,51.482590,On or near COWBRIDGE ROAD EAST,W01001710,Cardiff 040B,Investigation complete; no suspect identified
329ca05aaf677a84c4bec04ffb283ae0231d444773249d1e40a98215d09226a6,2019-07,South Wales Police,South Wales Police,-4.008508,51.639457,On or near CWM CLYD,W01000756,Swansea 017B,Investigation complete; no suspect identified
dd97d72ee96858a76a7710100c89b0678e540b987486fb11dded3b601f82879e,2019-07,South Wales Police,South Wales Police,-3.806440,51.660591,On or near THE ROPEWALK,W01000939,Neath Port Talbot 008D,Investigation complete; no suspect identified
44c3005e3da64c43d918943f101a48d4142ae4bd4b1ea84bec908d8f24a44873,2019-07,South Wales Police,South Wales Police,-3.648423,51.652224,On or near SCHOOL ROAD,W01000920,Neath Port Talbot 011A,Investigation complete; no suspect identified
cbece3dc55461f5e3e0cc1ae4e0bdb5510e5faae9f039116ce863f2fd9a5b2d4,2019-07,South Wales Police,South Wales Police,-3.276011,51.397679,On or near POWELL DUFFRYN WAY,W01001061,The Vale of Glamorgan 015C,Investigation complete; no suspect identified
ad3bdec41dffc49c8e3800e28071a275cb1b2c9921693a3bdbe87bb0a179118f,2019-07,South Wales Police,South Wales Police,-3.364300,51.761882,On or near EDGAR STREET,W01001309,Merthyr Tydfil 008E,Investigation complete; no suspect identified
e2f64f82b6a8023bc2b826e7052948117b470924ac0b1b157e8b80341b3fed46,2019-07,South Wales Police,South Wales Police,-4.202148,51.549446,On or near UNDERHILL LANE,W01000775,Swansea 030A,Investigation complete; no suspect identified
321a7eb67ccb11bd938fc6f32c8998b70e7d59b838f25dda2a74d8c7b529ff7d,2019-07,South Wales Police,South Wales Police,-3.183520,51.472115,On or near PENTRE PLACE,W01001764,Cardiff 044A,Investigation complete; no suspect identified
2b54f0fb534080c2ade4ea51b97b5d2860de357d3d9504f39a4d2d68c21ec9de,2019-07,South Wales Police,South Wales Police,-3.938234,51.614552,On or near GOOSE ISLAND,W01001938,Swansea 025E,Investigation complete; no suspect identified
f37ace37111e572457072ecc81ec78183374f7dab25c25c1a2c3430d72a636f0,2019-07,South Wales Police,South Wales Police,-3.922828,51.662861,On or near CLOS CAMLAS,W01000812,Swansea 008C,Investigation complete; no suspect identified
784e477f1aabd4d897131c7b0d537d6e50287b98038810364eabc8d29b85c652,2019-07,South Wales Police,South Wales Police,-3.173265,51.488790,On or near LOWTHER ROAD,W01001922,Cardiff 032E,Investigation complete; no suspect identified
bd83ceeeb7b8c422611cfc902a2a6a2d38cd09abf52c1e739412fb7c443292e6,2019-07,South Wales Police,South Wales Police,-3.176518,51.471385,On or near CURRAN ROAD,W01001952,Cardiff 049F,Investigation complete; no suspect identified
35f12011787356efe33cd24436782ff17e9eddfa37dac39241b77faa7bea0cd6,2019-07,South Wales Police,South Wales Police,-3.500049,51.524252,On or near Supermarket,W01001004,Bridgend 009A,Investigation complete; no suspect identified
4feaf9f437e66b74eba81946d05ded9a8c4e47317e566ad9a49de059f8c65af5,2019-07,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
f088ea692d7f77ca0a90a98dac60ed1e21f0792c06a0c3fe56e1b2d0918e6aa3,2019-07,South Wales Police,South Wales Police,-3.575873,51.501730,On or near Parking Area,W01001035,Bridgend 014E,Investigation complete; no suspect identified
223e4a960edbb615a39db9ded06effd77275455c4aa7ef72e127b0d444fa7f95,2019-07,South Wales Police,South Wales Police,-3.942372,51.657998,On or near GELLIFAWR ROAD,W01000819,Swansea 009C,Investigation complete; no suspect identified
4f570b7732699b9045145b2779ea58587b0b11eeda25576dbc8b186442f8dd4a,2019-07,South Wales Police,South Wales Police,-3.161249,51.481275,On or near KAMES PLACE,W01001696,Cardiff 036C,Investigation complete; no suspect identified
08178892ac9624cd87c1006f4026096911c9930a27506b74de448e54259bcbb1,2019-07,South Wales Police,South Wales Police,-3.874945,51.665820,On or near TREWEN ROAD,W01000801,Swansea 006D,Investigation complete; no suspect identified
61add915ff5d1209f92e9b62067b1a5ee29246d72f53535d7197bccf7a73f584,2019-07,South Wales Police,South Wales Police,-3.965662,51.618196,On or near UPLANDS CRESCENT,W01000869,Swansea 024C,Investigation complete; no suspect identified
01e6e8d878bc414eb706fa764d4b7627ee6316be84663c75fbdfd096ae3a812a,2019-07,South Wales Police,South Wales Police,-3.198940,51.525873,On or near TY-GLAS ROAD,W01001953,Cardiff 005G,Investigation complete; no suspect identified
a31e5e8560f614574d060871cb173cc7e7dc4f4dd41933c0705be83324c624d7,2019-07,South Wales Police,South Wales Police,-3.174054,51.482497,On or near Queen Street,W01001939,Cardiff 032F,Investigation complete; no suspect identified
0504e2d1cfd8741433c10f8cef94be38e594e2ee8ad25670c1f84573dbcc3023,2019-07,South Wales Police,South Wales Police,-3.181198,51.464162,On or near LUDLOW CLOSE,W01001762,Cardiff 046D,Investigation complete; no suspect identified
3b3d481c87d2c35a36539e5182d7292c3d66c64d4ded4e6a005c44f626f06b2d,2019-07,South Wales Police,South Wales Police,-3.139228,51.532035,On or near BLACKBERRY WAY,W01001844,Cardiff 003D,Investigation complete; no suspect identified
7526b379e757fb8e96b7c0e0b1607b05e63d17bf5af25066b4804629e687216a,2019-07,South Wales Police,South Wales Police,-3.198648,51.481259,On or near PICTON PLACE,W01001861,Cardiff 034D,Investigation complete; no suspect identified
8bf7030fefcda2fda105042b6ed6b4e699b111786e758c85b08e1451c841c3ff,2019-07,South Wales Police,South Wales Police,-3.179300,51.482642,On or near Pedestrian Subway,W01001939,Cardiff 032F,Investigation complete; no suspect identified
6cca5fb5151e795850948a6720a5583697c846c404961e1487053927f0b7f48e,2019-07,South Wales Police,South Wales Police,-3.204455,51.468269,On or near WHITTLE ROAD,W01001711,Cardiff 040C,Investigation complete; no suspect identified
7d9ad095d07a6ebebf52740f80cfa5cdd20b665ea645f1066ab8ab8389a669ad,2019-07,South Wales Police,South Wales Police,-3.379423,51.682318,On or near KNIGHT STREET,W01001208,Rhondda Cynon Taf 006E,Investigation complete; no suspect identified
755fb09af6fd63f88639d3004b2ed07be8cbf005542b4985972f9c47d95a8534,2019-07,South Wales Police,South Wales Police,-4.037126,51.690114,On or near CLOS PENGELLI,W01000842,Swansea 005D,Investigation complete; no suspect identified
a484d169cd080db33d5005b8ed1696d518275ae0495678633d251303757f824e,2019-07,South Wales Police,South Wales Police,-3.203039,51.486132,On or near Conference/Exhibition Centre,W01001859,Cardiff 034B,Investigation complete; no suspect identified
a6032ca749f2ded946f74840c87f7c3878e049550b9c87bf424817dd5f116fc4,2019-07,South Wales Police,South Wales Police,-3.987790,51.649855,On or near PONTARDULAIS ROAD,W01000761,Swansea 013B,Investigation complete; no suspect identified
91d00f7b7c28c68854b26a43e08dc3222074f176fb4b5e5ef14d024c2a1c2aa7,2019-07,South Wales Police,South Wales Police,-3.177476,51.480601,On or near Working Street,W01001939,Cardiff 032F,Investigation complete; no suspect identified
332491a0ea6c9d1204fb420f5a5920661d89c9e505b39d727ddc3e7553ad80be,2019-07,South Wales Police,South Wales Police,-3.198648,51.481259,On or near PICTON PLACE,W01001861,Cardiff 034D,Investigation complete; no suspect identified
53fb9f226fc1d82a461427f4d19cb969c5918beace64768c73f3dc34aca6c34c,2019-07,South Wales Police,South Wales Police,-3.448744,51.581817,On or near NANT-Y-FRON,W01001255,Rhondda Cynon Taf 023E,Investigation complete; no suspect identified
c369f2ce6918c2383d5dbbc849017c79aaf54b64dd3d8103d5ca19e89d281b39,2019-07,South Wales Police,South Wales Police,-3.482102,51.409182,On or near Parking Area,W01001107,The Vale of Glamorgan 011B,Investigation complete; no suspect identified
06472c546e16ebfffe5970c04a863edb8776ef3ecb680d38bbd4ff9b806d55f1,2019-07,South Wales Police,South Wales Police,-3.268369,51.400487,On or near Y RHODFA,W01001073,The Vale of Glamorgan 015E,Investigation complete; no suspect identified
fc72fc78282d9fc342da001da930932958e1089f725a99d9116c39db76156d55,2019-07,South Wales Police,South Wales Police,-3.379833,51.744770,On or near Shopping Area,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified
aac9309ce51a42b68d890cace2aefd1188f867ca1faffcebad08f5c8af56cf20,2019-07,South Wales Police,South Wales Police,-3.295088,51.390096,On or near BEACHWAY,W01001059,The Vale of Glamorgan 015A,Investigation complete; no suspect identified
b1cd75c27c8cf072690f3a095b341d537da2ae3524c3e2bed9cefc33095ad67e,2019-07,South Wales Police,South Wales Police,-3.197171,51.504608,On or near Pedestrian Subway,W01001757,Cardiff 025C,Investigation complete; no suspect identified
b0cc878f3abd436398969fa59a899a9b024cb2efcac557cc652728f8b1f180e8,2019-07,South Wales Police,South Wales Police,-3.254004,51.413482,On or near MAIN STREET,W01001069,The Vale of Glamorgan 012C,Investigation complete; no suspect identified
4bd7008636105c91425095de69bb032e1fbc929015eeb96f9c4ca8388fb9bcaf,2019-07,South Wales Police,South Wales Police,-3.176335,51.477699,On or near Shopping Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified
832b86843ac409bf9d54fe6c263eeb6e937944d4284ea408e22ac4a4cddf38f5,2019-07,South Wales Police,South Wales Police,-3.397602,51.751204,On or near Pedestrian Subway,W01001306,Merthyr Tydfil 003D,Investigation complete; no suspect identified
0e54fca815fefa089b667c433062f4d1f3660b24282cbd81fe91ea33ed6bce2e,2019-07,South Wales Police,South Wales Police,-3.129319,51.533003,On or near LIDDEL CLOSE,W01001843,Cardiff 003C,Investigation complete; no suspect identified
ed26b6c21078694923a3a8deef5f4c76bd6690813b13aff051c7ad90790910c2,2019-07,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
f676bf791d44c0c5444dd4d316f710624ac3ab7a6351295850e9d18085f70082,2019-07,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
22cc9f4d7580ca691ed1d39e3d88e0c835d214dd33ecb6f836301a056530931c,2019-07,South Wales Police,South Wales Police,-3.182802,51.456035,On or near MOREL COURT,W01001947,Cardiff 048E,Investigation complete; no suspect identified
a7de0994f9767074627b71ee3fd18875009c0ee705fe99ab2fa289039b072d53,2019-07,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
10425e42e141acbcde860a84a1e35d37307f1f355e38d708abc479ce31e6633b,2019-07,South Wales Police,South Wales Police,-3.482102,51.409182,On or near Parking Area,W01001107,The Vale of Glamorgan 011B,Investigation complete; no suspect identified
36acc4fc785af5c4ac6b40aa9c325f13badcda2620cf5f7de44cca4114b5982c,2019-07,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
ab395822efeb7ea211649a9d47b6bb230ba6832dea25ea42ac6c62e69154bade,2019-07,South Wales Police,South Wales Police,-3.156535,51.483372,On or near ZINC STREET,W01001696,Cardiff 036C,Investigation complete; no suspect identified
8881eabaf1e2ab6eec62452db2e60807fb1dcb2b2545957b9bf74a641ccea5c9,2019-07,South Wales Police,South Wales Police,-3.178743,51.475571,On or near Pedestrian Subway,W01001952,Cardiff 049F,Investigation complete; no suspect identified
8d9a5db148614c1c973f82fa22214f1f4eb0a063bcb5d62518c9c114f8340c8f,2019-07,South Wales Police,South Wales Police,-3.267381,51.464026,On or near PARK AVENUE,W01001136,The Vale of Glamorgan 003D,Investigation complete; no suspect identified
6cb7d208325ab6bec6b8d28b56689e26a2b6c0b1338a0c8102fe1baf3d0a0788,2019-07,South Wales Police,South Wales Police,-3.500049,51.524252,On or near Supermarket,W01001004,Bridgend 009A,Investigation complete; no suspect identified
8a2177a870d8849799c225e6c23c5f451687e2022f878e1b1c73de3615966d0d,2019-07,South Wales Police,South Wales Police,-3.520894,51.738910,On or near REDHILL CLOSE,W01001187,Rhondda Cynon Taf 001B,Investigation complete; no suspect identified
9e2307267ecebcb5c51f0354d5ad6ff2c3173719a2674ed9e9fbda2c39e091f3,2019-07,South Wales Police,South Wales Police,-3.160599,51.463055,On or near BRITANNIA QUAY,W01001943,Cardiff 048B,Investigation complete; no suspect identified
40ce1307e66db56d632dc5211ed448389daa02c2aa30b7aeac7e17f7904f5195,2019-07,South Wales Police,South Wales Police,-3.943332,51.618244,On or near Shopping Area,W01001955,Swansea 025F,Investigation complete; no suspect identified
08a08d871b3796a41baef6c6cc0ece52f52607bcb170497435210484d2531dc1,2019-07,South Wales Police,South Wales Police,-3.916747,51.711977,On or near HEOL RHYD,W01000803,Swansea 002F,Investigation complete; no suspect identified
3ead11b5171f44379b27acd457b3074a802a7b600a0b34e035a05a9bd225f9df,2019-07,South Wales Police,South Wales Police,-3.944862,51.622949,On or near ALEXANDRA ROAD,W01001955,Swansea 025F,Investigation complete; no suspect identified
5a97eda8832c9cd7547b43e583ba6cd8eb894a4d9f055ca6f6f5f4af2ae3845a,2019-07,South Wales Police,South Wales Police,-3.183520,51.472115,On or near PENTRE PLACE,W01001764,Cardiff 044A,Investigation complete; no suspect identified
dab214d333cfe91ce757e3155e3728edf551028e8cf755fb517f520e67f9b504,2019-07,South Wales Police,South Wales Police,-3.175486,51.439042,On or near Supermarket,W01001125,The Vale of Glamorgan 005D,Investigation complete; no suspect identified
c9c87c88620639acd307052e7cd70667efb1519c0e3e6839910e2b4a3eb55726,2019-07,South Wales Police,South Wales Police,-3.177284,51.478742,On or near Shopping Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified
bad3abe231668e3169f0c3f316250bd101433775fa60481364821fdc2c714b0d,2019-07,South Wales Police,South Wales Police,-3.965477,51.641661,On or near WEIG GARDENS,W01000762,Swansea 013C,Investigation complete; no suspect identified
51dbd58663d7407e76b703847ca1df546b191e9f8d60676cdb7c0934d812cc15,2019-07,South Wales Police,South Wales Police,-3.197412,51.539611,On or near FAIRACRE CLOSE,W01001795,Cardiff 002B,Investigation complete; no suspect identified
a9d98b148b61a9339ce2a0692c69af2a14180827774541ff9cd841cf34ede8b9,2019-07,South Wales Police,South Wales Police,-3.198338,51.459564,On or near TOLLGATE CLOSE,W01001759,Cardiff 046A,Investigation complete; no suspect identified
1ceed15c1959c2d085856f0a6a7bca11ffef4a709dc870465edf44439c4a38f3,2019-07,South Wales Police,South Wales Police,-3.268342,51.550519,On or near GLAN-Y-FFORDD,W01001240,Rhondda Cynon Taf 026C,Investigation complete; no suspect identified
15c227487a5fbc68a51ba713a731aba370ae7066cb6edf3285409f6ef3184b43,2019-07,South Wales Police,South Wales Police,-4.042111,51.646881,On or near MANSEL STREET,W01000779,Swansea 012D,Investigation complete; no suspect identified
29749868c50731397434384f1a45caf92021b2675a7526980de5c60f143e0b30,2019-07,South Wales Police,South Wales Police,-3.802640,51.657745,On or near EASTLAND PLACE,W01000935,Neath Port Talbot 008B,Investigation complete; no suspect identified
5efbff026e5d090b939743bf9738d4c85b1ecd25220004631a064c6a86dcc5ce,2019-07,South Wales Police,South Wales Police,-3.494545,51.656244,On or near ASH GROVE,W01001216,Rhondda Cynon Taf 011D,Investigation complete; no suspect identified
a7cb901893e99fd093cc9a7bbfc6531ab3226dd65b4f89944bb829d6ac3bad77,2019-07,South Wales Police,South Wales Police,-3.352868,51.549313,On or near MANOR CHASE,W01001159,Rhondda Cynon Taf 028C,Investigation complete; no suspect identified
ab4340a0ba4f82bb8230b46066f698ccaaa284761db661e54df6e3bca99b173e,2019-07,South Wales Police,South Wales Police,-3.910715,51.666404,On or near UPPER FFOREST WAY,W01000794,Swansea 010A,Investigation complete; no suspect identified
a56380d2834ce61cace1a78cd81e011c4a80531576bf91620e0bf87cc7900ff6,2019-07,South Wales Police,South Wales Police,,,No location,,,Investigation complete; no suspect identified
c771d44d8f0160eee015f2e3744f3782b61f2e1483f1829d16424fef69cd577f,2019-07,South Wales Police,South Wales Police,-3.189381,51.468809,On or near MACHEN STREET,W01001767,Cardiff 044D,Investigation complete; no suspect identified
e0e90245c8c39c780d5ab221f16cdcca347adbfa40d1198e9c75099e322defe8,2019-07,South Wales Police,South Wales Police,-3.951472,51.618415,On or near WYNDHAM STREET,W01000745,Swansea 025B,Investigation complete; no suspect identified
