Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
05576ba0c510ef1324eac150ef3f1d74e58c86cad16e0a7c28cc8a0847e92f05,2019-04,Humberside Police,Humberside Police,-0.434710,53.723303,On or near THE SQUARE,E01013011,East Riding of Yorkshire 036C,Investigation complete; no suspect identified
9c826d546b6225f2548faae4e7e09a1d58458cc3213b9048d5d5ff7f98e4ad07,2019-04,Humberside Police,Humberside Police,-0.359276,53.766503,On or near TORRINGTON STREET,E01012868,Kingston upon Hull 015B,Investigation complete; no suspect identified
0a0284ac86bda9bc5e706d26daf6b6e5a4fe4e4ab04ef8f5b8dbece69c5b1b77,2019-04,Humberside Police,Humberside Police,-0.049089,53.564280,On or near STANHOPE PLACE,E01013195,North East Lincolnshire 005A,Investigation complete; no suspect identified
dd3285a0ca0de03217eef413675100926cb561a10ac288067d14e35a11eebe99,2019-04,Humberside Police,Humberside Police,-0.507576,53.790661,On or near THE CLOSE,E01012965,East Riding of Yorkshire 024B,Investigation complete; no suspect identified
13143e07d328c642f77aa3b87b03364fb49d58c5117f202f67d5156d819e99a5,2019-04,Humberside Police,Humberside Police,-0.078919,53.573789,On or near LOWER SPRING STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
df013e16e1dab86af0143d8c2c2134e64deaf7bfed2d1fc811b694b057b476f3,2019-04,Humberside Police,Humberside Police,-0.267376,53.777210,On or near CAM GROVE,E01012840,Kingston upon Hull 009E,Investigation complete; no suspect identified
22e3efe82361881c85b76e09809ab8f343effd06bcd3b4eed3b1ac40fdb00348,2019-04,Humberside Police,Humberside Police,-0.897099,53.816853,On or near B1228,E01013022,East Riding of Yorkshire 018A,Investigation complete; no suspect identified
4188f0085ec07fd585ef9c703b70f5a96e85e5a6fa9398586f7400d72f9ec9e8,2019-04,Humberside Police,Humberside Police,-0.434058,53.841518,On or near GRAYBURN LANE,E01013062,East Riding of Yorkshire 019E,Investigation complete; no suspect identified
540256b24ec099a30fe03b06c91ddce3f5fececacb6064c7bfad6da5e0a08240,2019-04,Humberside Police,Humberside Police,-0.397645,53.738230,On or near BOOTHFERRY ROAD,E01012771,Kingston upon Hull 028B,Investigation complete; no suspect identified
7195599196183ddc37904e44e4417cf173bebbe59a0e492b142d32531b4b8d8d,2019-04,Humberside Police,Humberside Police,-0.402341,53.735955,On or near DEWBERRY COURT,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
a0edc42bdb9112313bae205f617376df23b31a34e2881a15c88318474970dbbd,2019-04,Humberside Police,Humberside Police,-0.372603,53.764392,On or near CHANTERLANDS AVENUE,E01012793,Kingston upon Hull 014C,Investigation complete; no suspect identified
a14167229e105db3e13f1a62db640d6e128a826a0f4ebfa4c0e56333aac962a5,2019-04,Humberside Police,Humberside Police,-0.090659,53.571019,On or near CORPORATION ROAD,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
36ddb6079a2b11de16b76333938a9f07411d6c5a3a2e6d1c8c3133678ec6556e,2019-04,Humberside Police,Humberside Police,-0.316043,53.753390,On or near BURLEIGH STREET,E01012809,Kingston upon Hull 026C,Investigation complete; no suspect identified
5bc0c833350f679baed1bd1c9ac901259ceca0c895d7c6da99978dc9a79f4357,2019-04,Humberside Police,Humberside Police,-0.368523,53.772966,On or near Sports/Recreation Area,E01012914,Kingston upon Hull 012C,Investigation complete; no suspect identified
4575ce13c21926c9004e4e9e9f994d1b877884c30c9bbd60a521c8d224517849,2019-04,Humberside Police,Humberside Police,-0.079521,53.555513,On or near ST AUGUSTINE AVENUE,E01013181,North East Lincolnshire 016A,Investigation complete; no suspect identified
e2bef5849aa084aadaff9b01a014b335f5c55ca5fac6fda680dbd35a0b88c093,2019-04,Humberside Police,Humberside Police,-0.437353,54.000636,On or near REDWOOD GARDENS,E01012982,East Riding of Yorkshire 045D,Investigation complete; no suspect identified
0c30e56df4323861ec82ccf8b09cfd79c2f2117e4d3543309f2138bc17d67127,2019-04,Humberside Police,Humberside Police,-0.800031,53.922848,On or near BLENHEILM ROAD,E01013058,East Riding of Yorkshire 011F,Investigation complete; no suspect identified
643452fef51f5bc954596285bee6a1e83b7fb78d5c0f3d833f12346410571d3e,2019-04,Humberside Police,Humberside Police,-0.509884,53.722509,On or near WHITE HOUSE MEWS,E01013089,East Riding of Yorkshire 035B,Investigation complete; no suspect identified
135f15abc78358a9221f4ad63b39a835585ded1abc2b4e748f783eca76e27eee,2019-04,Humberside Police,Humberside Police,-0.387269,53.751853,On or near RUTLAND ROAD,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
862768f9bf9efea300e15eb36a27a3bea9f5cbca70c24d55e9068a87c33b14e8,2019-04,Humberside Police,Humberside Police,-0.055817,53.566727,On or near FREESTON STREET,E01013196,North East Lincolnshire 005B,Investigation complete; no suspect identified
172e2f802c6a5a14a0d72245816cdc758152825561a6ecf84d36078f83243071,2019-04,Humberside Police,Humberside Police,-0.028570,53.559332,On or near MILL PLACE,E01013129,North East Lincolnshire 017A,Investigation complete; no suspect identified
e7bffc9984548dc5bcf5fa3497ef627cc63997dff9a5f15b20706d5e5aa75655,2019-04,Humberside Police,Humberside Police,-0.711744,53.869225,On or near LITTLE LANE,E01013120,East Riding of Yorkshire 015A,Investigation complete; no suspect identified
ff4c3be5680eaf3c8a535e2e87c8c1df4b8913009a4c909d99887fb9c708cc71,2019-04,Humberside Police,Humberside Police,-0.072891,53.571174,On or near GARIBALDI STREET,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
339ab6b367a5403f032a27629bae0b8b1486e1735e68ea14d14a85043f881c4b,2019-04,Humberside Police,Humberside Police,-0.438592,53.753944,On or near MARSHALL AVENUE,E01013117,East Riding of Yorkshire 027E,Investigation complete; no suspect identified
ba1c6d358f6348e2ea366c87940dc5c0a421974e1a27a9ce62f3febaf0bdfc6d,2019-04,Humberside Police,Humberside Police,-0.096156,53.564643,On or near CROMWELL AVENUE,E01013187,North East Lincolnshire 008A,Investigation complete; no suspect identified
bc1560e6a34a6725a7bd7c2cdcd3d8c02d488e568585fde4c989c3e8bc57b7b1,2019-04,Humberside Police,Humberside Police,-0.551740,53.568096,On or near BROOKLANDS AVENUE,E01013276,North Lincolnshire 013C,Investigation complete; no suspect identified
747f358e9409dc5880bedf2b0f6a1dd7143967496e23dfc5c8daad77478d9097,2019-04,Humberside Police,Humberside Police,-0.782695,53.831908,On or near BAILEYWOOD CLOSE,E01013024,East Riding of Yorkshire 018C,Investigation complete; no suspect identified
d303e41eda47f04a788a2871dcffa126675c5e6da9191f40f09f0d97f9c91642,2019-04,Humberside Police,Humberside Police,-0.361598,53.698640,On or near WESTBURN AVENUE,E01013303,North Lincolnshire 002A,Investigation complete; no suspect identified
b30f6122e212a5ba4a11fc183863735a62001c6c1663b690a8b4883ce473e63f,2019-04,Humberside Police,Humberside Police,-0.344710,53.746068,On or near BROOK STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
86e6b36d2ce49eab892c741ac60e5918f14c8b046d521f533a0717e4807bef98,2019-04,Humberside Police,Humberside Police,-0.083874,53.565427,On or near GEORGE STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
89646ec95255019466d699852a2bbc95fde4ae30226a97bee14f119c92b04630,2019-04,Humberside Police,Humberside Police,-0.369475,53.741742,On or near HERON STREET,E01012893,Kingston upon Hull 030E,Investigation complete; no suspect identified
0dd08112757484cf3a94179719f1036c10a7865b14f9d4239d1393ff09266572,2019-04,Humberside Police,Humberside Police,-0.192466,54.083461,On or near PROSPECT STREET,E01012945,East Riding of Yorkshire 004C,Investigation complete; no suspect identified
4506c63df38aa30153a04e38bc797acaf5832e28700917f7fcad758ef4b25998,2019-04,Humberside Police,Humberside Police,-0.086465,53.566565,On or near Shopping Area,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
047b296d7479bbc114a65baba0f356b1ede8e9ac8a6e05a8b526eb9e5f0a094d,2019-04,Humberside Police,Humberside Police,-0.054353,53.569013,On or near DAUBNEY STREET,E01013203,North East Lincolnshire 005E,Investigation complete; no suspect identified
63e4da92814c19f1d41fbf1414a5096d7d7c8415b96c4ddb8eb0d6b43f7dd230,2019-04,Humberside Police,Humberside Police,-0.320816,53.778618,On or near KIMMERIDGE CLOSE,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
046bb5d2a033cb7bf829123d816005b056cb625ac83b168056c5d6d2d5735d6e,2019-04,Humberside Police,Humberside Police,-0.421749,53.841869,On or near TRINITY GROVE,E01013036,East Riding of Yorkshire 019A,Investigation complete; no suspect identified
299c607eca6a35e9d46346941a61d97f3143032bf3c46e49368e9deca0c97ca0,2019-04,Humberside Police,Humberside Police,-0.298405,53.762346,On or near LODGE STREET,E01012816,Kingston upon Hull 020A,Investigation complete; no suspect identified
8015f43e02037480ebfbc70fd4aa715ac677513e07cc36efd457e9ad90a94a87,2019-04,Humberside Police,Humberside Police,-0.435667,53.751002,On or near ASHDENE CLOSE,E01013115,East Riding of Yorkshire 027D,Investigation complete; no suspect identified
1c3dd3586bca040b04972278d5d76e0cecdaf715267632cf1b48e502c86a9cc6,2019-04,Humberside Police,Humberside Police,-0.303528,53.780532,On or near CHURCH STREET,E01012904,Kingston upon Hull 007B,Investigation complete; no suspect identified
a9097b548151e83dbbaa5f5b8508f21835995b10fa6fdf0ab65845645f69fb8b,2019-04,Humberside Police,Humberside Police,-0.085719,53.565025,On or near EAST ST MARY'S GATE,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
cfad8c082bdce8ed19fe3bf92c2c6c66532a8738f3e48ca74a0defae0900f24f,2019-04,Humberside Police,Humberside Police,-0.085719,53.565025,On or near EAST ST MARY'S GATE,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
b1c9c7502f508b74ceb6c39717f67bf827a1ca416fd9f449346bca78c38ab568,2019-04,Humberside Police,Humberside Police,-0.340135,53.747101,On or near UNION STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
ae765d2247b91aaa0a412b29cfd6715387abd776973c984aa852705b94af1605,2019-04,Humberside Police,Humberside Police,-0.601374,53.655530,On or near NORTHLANDS ROAD SOUTH,E01013292,North Lincolnshire 003C,Investigation complete; no suspect identified
918d76c2fce1b3e1f331d01955ce0a5778c4166091622f4f595aec05ae6f8ee0,2019-04,Humberside Police,Humberside Police,-0.848427,53.714456,On or near GOOLE ROAD,E01012996,East Riding of Yorkshire 037A,Investigation complete; no suspect identified
fd63f07c56bb3ee98a4f7146e113413d0cbd9acb8e84c1f99e74baa1eb7381c8,2019-04,Humberside Police,Humberside Police,-0.564770,53.742352,On or near DAM GREEN LANE,E01012970,East Riding of Yorkshire 032A,Investigation complete; no suspect identified
9a37d091caa1b9280264b94649c437f989e9b7526bcf6fffe872b2c75cf51be0,2019-04,Humberside Police,Humberside Police,-0.869535,53.701426,On or near CHAPEL STREET,E01013000,East Riding of Yorkshire 041C,Investigation complete; no suspect identified
e3dd67874e9f13f0161c54ac92cdbcc2bb169d449282e41e073b3c5429954f92,2019-04,Humberside Police,Humberside Police,-0.197520,54.083617,On or near Petrol Station,E01012948,East Riding of Yorkshire 005C,Investigation complete; no suspect identified
6470806d8d66285ecc014bb94330f5c565f5ec11f9ce3955a11e3614674b58ca,2019-04,Humberside Police,Humberside Police,-0.264329,53.631719,On or near ST DENY'S CLOSE,E01013308,North Lincolnshire 004C,Investigation complete; no suspect identified
6bec8f0f4349c2e434842ad9b21df25385b927db0784b0a04a6af386f2c6bd98,2019-04,Humberside Police,Humberside Police,-0.117076,53.558043,On or near Supermarket,E01013234,North East Lincolnshire 009D,Investigation complete; no suspect identified
e617f49a79983fe6576e7f407c87c88b0ffe5582836b3bde857471a0d9648765,2019-04,Humberside Police,Humberside Police,-0.345378,53.748352,On or near PRYME STREET,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
1e9075fef74f1dffa12a777b5e5e4d8d99581774bbfc604af2651f3f6f68168f,2019-04,Humberside Police,Humberside Police,-0.277679,53.764280,On or near Petrol Station,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
bac433937c66fdcac1e1a924aff871323a3bba16506c792497bac700c9ac37f9,2019-04,Humberside Police,Humberside Police,-0.080492,53.566406,On or near Parking Area,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
3cc750cb2521bd71a8f43e97a9736cb3c06193d3c5b47f1f112cae35066776f1,2019-04,Humberside Police,Humberside Police,-0.292622,53.764682,On or near ABERDEEN STREET,E01012816,Kingston upon Hull 020A,Investigation complete; no suspect identified
c5d4c7de50df161fa04e935dbd4912797b24d6912a6e7ae270e00b43ac38b385,2019-04,Humberside Police,Humberside Police,-0.292622,53.764682,On or near ABERDEEN STREET,E01012816,Kingston upon Hull 020A,Investigation complete; no suspect identified
9b224e5ca141cd5be4f6151c3dd02362a44f45ac3a45f821fa354503ace099a8,2019-04,Humberside Police,Humberside Police,-0.830034,53.601227,On or near MULBERRY DRIVE,E01013248,North Lincolnshire 006D,Investigation complete; no suspect identified
80f8af7b5270241b948bbeb167cb65bc4a5ddf030f78f6ab010422ff0b3b9375,2019-04,Humberside Police,Humberside Police,-0.199502,54.102802,On or near TRENTHAM MEWS,E01012941,East Riding of Yorkshire 001F,Investigation complete; no suspect identified
97df65afaa11741fb3f5ba5ab0d9769d4989a20169da412ccab400786fbec9a6,2019-04,Humberside Police,Humberside Police,-0.413602,53.780736,On or near Supermarket,E01012960,East Riding of Yorkshire 025B,Investigation complete; no suspect identified
18f6509b6882ae60598da632f0c9d75ddeaf2aef09b8b6ec085a9ebee22115a9,2019-04,Humberside Police,Humberside Police,-0.492214,53.551944,On or near Shopping Area,E01013272,North Lincolnshire 011E,Investigation complete; no suspect identified
701ad2ea3ff3c54e348a2f45c53094c404c7955d4346ae80342028a263890199,2019-04,Humberside Police,Humberside Police,-0.100767,53.548661,On or near DAME KENDAL GROVE,E01013205,North East Lincolnshire 019B,Investigation complete; no suspect identified
4e3c1137df93f14015713dfcce5db9b3ab7b4a05599ec35c8020fbb77b939329,2019-04,Humberside Police,Humberside Police,-0.440269,53.677514,On or near THE BRIDGES,E01013258,North Lincolnshire 001E,Investigation complete; no suspect identified
d12276d494422d324eb08853c0f6dd12573575312da76f5b4360494e8cece6a1,2019-04,Humberside Police,Humberside Police,-0.313861,53.752578,On or near Parking Area,E01012805,Kingston upon Hull 026A,Investigation complete; no suspect identified
041170d2b55559e7091db6f7c43b7f290ed5ce2aeeebb9449a7c065f00c66a55,2019-04,Humberside Police,Humberside Police,-0.072891,53.571174,On or near GARIBALDI STREET,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
66c396c0e0c266c7706f753a4c6c55871e25b570489d5f6f33ff03294c4a1a93,2019-04,Humberside Police,Humberside Police,-0.368149,53.739962,On or near CARRINGTON STREET,E01012892,Kingston upon Hull 030D,Investigation complete; no suspect identified
077e7ba233d5214ae805067377480af2de05e12ee36794beed6e0b97e4ce5012,2019-04,Humberside Police,Humberside Police,-0.368416,53.760084,On or near SANDERSON CLOSE,E01012758,Kingston upon Hull 018A,Investigation complete; no suspect identified
54abcc44b21f6624f5678e2831b7f9a720d624ba2f8dfadbefbfd797aca4d9f6,2019-04,Humberside Police,Humberside Police,-0.371848,53.739195,On or near DORADO CLOSE,E01012893,Kingston upon Hull 030E,Investigation complete; no suspect identified
2a4e07fb573d2b483c493b1806b66b525c8595d501f1777f6cb595969f2c0b65,2019-04,Humberside Police,Humberside Police,-0.085041,53.570677,On or near Petrol Station,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
e2a2576284125c082fb2982c208902a77fcae6d561edd3dbb2a631810b7dd3a5,2019-04,Humberside Police,Humberside Police,-0.393341,53.732626,On or near OLIVIER COURT,E01012886,Kingston upon Hull 031D,Investigation complete; no suspect identified
b7b68e0f965b1a144d8db6f5aa4623d70d27e007f3b4348f955e9bee3a802807,2019-04,Humberside Police,Humberside Police,-0.277679,53.764280,On or near Petrol Station,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
2d482466e2df0867265b2da13ee4e6988388e4414c0e9377be0a2ed7c802eaff,2019-04,Humberside Police,Humberside Police,-0.362416,53.737277,On or near RISTON STREET,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
5a9d9799de4472483076684fb111e22254c1f36eaf0d2819c3c01e938f736dae,2019-04,Humberside Police,Humberside Police,-0.363815,53.768390,On or near SCHOLARS DRIVE,E01012870,Kingston upon Hull 018E,Investigation complete; no suspect identified
605f629582e17f4324d78a60ba691aaafbf042a86293b96363e0e577645fddde,2019-04,Humberside Police,Humberside Police,-0.294996,53.754369,On or near SOUTHCOATES LANE,E01012894,Kingston upon Hull 020C,Investigation complete; no suspect identified
3f671216a279d00df6480e25d673f0eb940a96f1417df48118faddf99e7eeb6b,2019-04,Humberside Police,Humberside Police,-0.191078,54.086541,On or near ST GEORGE'S AVENUE,E01012944,East Riding of Yorkshire 005A,Investigation complete; no suspect identified
9fd89ef58cab419af09aef7dd70203727b6a09aef6497f8dee693da9cd41e6b2,2019-04,Humberside Police,Humberside Police,-0.354743,53.767187,On or near BEECH GROVE,E01012869,Kingston upon Hull 015C,Investigation complete; no suspect identified
53a8362c2cfdbc43ec555232c12b140a32df4be782c9899233c66141686edf1c,2019-04,Humberside Police,Humberside Police,-0.060471,53.565993,On or near WOODYARD COURT,E01013141,North East Lincolnshire 006C,Investigation complete; no suspect identified
936664dc83ddbb0404394b33a8a6dc0a17ca0c105022f6fb73342256fe39b598,2019-04,Humberside Police,Humberside Police,-0.388092,53.767586,On or near Supermarket,E01012794,Kingston upon Hull 014D,Investigation complete; no suspect identified
6a01ebeab31cd15086fa214b9dbf98c5201493ebf37811e561999e5fcc48961d,2019-04,Humberside Police,Humberside Police,-0.074098,53.521669,On or near STATION ROAD,E01013171,North East Lincolnshire 022C,Investigation complete; no suspect identified
62833e78f1535e1999f480560038379342dc2f5b46f68fa069a9c1d4b8d31cd0,2019-04,Humberside Police,Humberside Police,-0.455167,53.755678,On or near BIRKDALE CLOSE,E01013116,East Riding of Yorkshire 028D,Investigation complete; no suspect identified
929eefb72d476aa4a260835fcbb349d8ad73398d2f462a66a1034b17f2840a65,2019-04,Humberside Police,Humberside Police,-0.319784,53.795701,On or near ENSTONE GARTH,E01012782,Kingston upon Hull 002A,Investigation complete; no suspect identified
54a70107b7d7716deaee2fe338a4d0dee8af25aa3b20b816cebda6c7ed352a3d,2019-04,Humberside Police,Humberside Police,-0.395353,53.738298,On or near RAWCLIFFE GROVE,E01012860,Kingston upon Hull 031B,Investigation complete; no suspect identified
9f345da72e8b024528c93cabb286a9d890ec73d5d03734c776ac7b50df6e7a1b,2019-04,Humberside Police,Humberside Police,-0.696687,53.590833,On or near Supermarket,E01013286,North Lincolnshire 005A,Investigation complete; no suspect identified
0d4f0e6634b8a0540d8a6cc1f8cddd239c35a1ef586222e32bdda3d7be38f7a1,2019-04,Humberside Police,Humberside Police,-0.361256,53.736291,On or near MARMADUKE STREET,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
e4708b08402477e96df19ed7cd756ebd281ecb5d21f2c8c4d576cb544897aca2,2019-04,Humberside Police,Humberside Police,-0.206703,54.078757,On or near ROSEBERRY AVENUE,E01012947,East Riding of Yorkshire 005B,Investigation complete; no suspect identified
2ab8bc5e723e5319449a8f9902d8f264272208567473604c270bb70e17e3754b,2019-04,Humberside Police,Humberside Police,-0.205101,54.080108,On or near GEORGE STREET,E01012950,East Riding of Yorkshire 006A,Investigation complete; no suspect identified
ca5c28b2f5be02781bb7b5849963b43f833e4686c0d67684afe0b772becd4888,2019-04,Humberside Police,Humberside Police,-0.381610,53.789765,On or near LIMEDANE,E01012876,Kingston upon Hull 003B,Investigation complete; no suspect identified
c09a5ed94b3c04cadfc7c59f389395341804d2dd87754226f5a2f89e1b6fb84d,2019-04,Humberside Police,Humberside Police,-0.816428,53.592230,On or near NEW TRENT STREET,E01013247,North Lincolnshire 006C,Investigation complete; no suspect identified
cf35099ccfcf6118b974e3ccfa92d9265bc0525aec0b8402920a54dbeaf0d75a,2019-04,Humberside Police,Humberside Police,-0.396171,53.755856,On or near HEATHER CLOSE,E01012774,Kingston upon Hull 019A,Investigation complete; no suspect identified
745befc7816a5a5ea4c8a7a2c6f2ea544a3d94d393f1c0cfb4362acf9cc903fa,2019-04,Humberside Police,Humberside Police,-0.263282,53.772342,On or near NESTOR GROVE,E01012836,Kingston upon Hull 009C,Investigation complete; no suspect identified
ddb702d4b5f8722a4f4bad1cf7776a87a1e364ecf0dc6c41469767f0d643bc20,2019-04,Humberside Police,Humberside Police,-0.346985,53.749920,On or near COLLEGE STREET,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
3569609b891773ee76a9074ff5246f63001353015277a231c3995f581556fc41,2019-04,Humberside Police,Humberside Police,-0.075047,53.566256,On or near HAINTON AVENUE,E01013142,North East Lincolnshire 002D,Investigation complete; no suspect identified
938ad7772e1b93a2c2071fb1dbf45a39f11d249ae0b1406e67f3920888daa24d,2019-04,Humberside Police,Humberside Police,-0.816428,53.592230,On or near NEW TRENT STREET,E01013247,North Lincolnshire 006C,Investigation complete; no suspect identified
7a46057b9a24f4d76072c39fd6cdabd6358f8a37a0fd576fe2a7362d6979d77d,2019-04,Humberside Police,Humberside Police,-0.562912,53.732370,On or near LASTINGHAM,E01033496,East Riding of Yorkshire 032H,Investigation complete; no suspect identified
74b9d72345f5dfcbe84d15cf9e073590af62755f94d4355ff413b1a69a424277,2019-04,Humberside Police,Humberside Police,-0.208054,54.078282,On or near ELIZABETH CLOSE,E01012950,East Riding of Yorkshire 006A,Investigation complete; no suspect identified
f63139571e82856cc5f34c66e14383b6462f9868eb622b9a298f8fccbb20ee22,2019-04,Humberside Police,Humberside Police,-0.371411,53.737939,On or near ORION CLOSE,E01012893,Kingston upon Hull 030E,Investigation complete; no suspect identified
74af2ffdd4fbe12050e2be7882addff0aac21c2814643392649c66e18f027bc9,2019-04,Humberside Police,Humberside Police,-0.653773,53.552020,On or near BRAMLEY CRESCENT,E01013266,North Lincolnshire 019D,Investigation complete; no suspect identified
17a403ec7cd9bd9157a067787b0ccb8be1dccf6ab1b1f95a7306b9a74a5b8fe5,2019-04,Humberside Police,Humberside Police,-0.370984,53.790124,On or near JENTHORPE,E01012875,Kingston upon Hull 003A,Investigation complete; no suspect identified
ffd1ef791410ba20239c3192b38d79c7d170e9302ca4326ad9166a8fd950b180,2019-04,Humberside Police,Humberside Police,-0.198726,54.087528,On or near GILBERT STREET,E01012945,East Riding of Yorkshire 004C,Investigation complete; no suspect identified
ec3bdbc1e0b26b955575eb2d7fbfbdf71ef01edb5afeb3d35ffb2b54b6d4cc53,2019-04,Humberside Police,Humberside Police,-0.816428,53.592230,On or near NEW TRENT STREET,E01013247,North Lincolnshire 006C,Investigation complete; no suspect identified
0188fae108c21967a3652938531e108fcc38abea69a6f17013ddc59161cf225a,2019-04,Humberside Police,Humberside Police,-0.381074,53.787915,On or near DRINGSHAW,E01012876,Kingston upon Hull 003B,Investigation complete; no suspect identified
e4900e1667c54d92c823e6021872b65e6c78fb3327fc32478ad6c8d5a0b26ac0,2019-04,Humberside Police,Humberside Police,-0.284587,53.766015,On or near RONALDSWAY CLOSE,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
c556511a51738eed7e2163ce19497c552f441043568ec84540d33edbc00667a8,2019-04,Humberside Police,Humberside Police,-0.404779,53.782875,On or near DEVON STREET,E01012955,East Riding of Yorkshire 023B,Investigation complete; no suspect identified
d6ac60c2eca1a4abe6f5ea53e65e0ad53afdac73f4a9cd5c99ecd70ba74fd904,2019-04,Humberside Police,Humberside Police,-0.408927,53.757068,On or near Supermarket,E01012799,Kingston upon Hull 023B,Investigation complete; no suspect identified
a749586ffa0e02ff8181497b207652c29691556299fd8ad25be14b0577be4b50,2019-04,Humberside Police,Humberside Police,-0.327629,53.769104,On or near STONEFERRY ROAD,E01012817,Kingston upon Hull 016D,Investigation complete; no suspect identified
1b2a1999a83041a41474ea2fbde93e2cd6da951e734ffd14fe21dd58c9e6945e,2019-04,Humberside Police,Humberside Police,-0.262469,53.769975,On or near VALIANT DRIVE,E01012836,Kingston upon Hull 009C,Investigation complete; no suspect identified
fbad6dd6f7ae88911e21cab477c50f1603e782175852b57b4d6f04225ebab2ee,2019-04,Humberside Police,Humberside Police,-0.352819,53.748886,On or near PARK ROW,E01012850,Kingston upon Hull 024A,Investigation complete; no suspect identified
532b9b6697ffa302212f0a0317d98708f5a0853cf9582541a2162addd982f2f8,2019-04,Humberside Police,Humberside Police,-0.265196,53.775597,On or near HOLDERNESS ROAD,E01012840,Kingston upon Hull 009E,Investigation complete; no suspect identified
d0a35fcba0af21ea8ee0ab4e0eeb40889da915c56d933a3e05d26190b2140d7c,2019-04,Humberside Police,Humberside Police,-0.363791,53.788516,On or near Supermarket,E01012768,Kingston upon Hull 005C,Investigation complete; no suspect identified
b58a42369d9b7e6585a4003fda160f9146ba91f07e258ac02492c78850e1517c,2019-04,Humberside Police,Humberside Police,-0.816428,53.592230,On or near NEW TRENT STREET,E01013247,North Lincolnshire 006C,Investigation complete; no suspect identified
15876f7aa1a6914347fb462b8e5f3577f7d918362f4d849c3d9c3f9213ccbe28,2019-04,Humberside Police,Humberside Police,-0.653046,53.571095,On or near THORNTON AVENUE,E01013317,North Lincolnshire 014B,Investigation complete; no suspect identified
5f80666d389971a9e70064fb199e9492fba568ba954de6f4e94fe6cd49ec305c,2019-04,Humberside Police,Humberside Police,-0.386478,53.749928,On or near Petrol Station,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
14bbec0210e9a38d6fce83f4481a15649d2ffab2b97a4d40a183c5664aa79854,2019-04,Humberside Police,Humberside Police,-0.626978,53.571177,On or near HEREWARD PLACE,E01013240,North Lincolnshire 015B,Investigation complete; no suspect identified
bad9a667351fd2126cf695e665bd84a24c02a37901ef9d3592ea3f3a5abc5ce2,2019-04,Humberside Police,Humberside Police,-0.075028,53.568018,On or near FREEMAN STREET,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
5dcfd1c9a5648c599b839dc9ead69cc276b9de57b4d14a697c35c45e99029e60,2019-04,Humberside Police,Humberside Police,-0.443261,53.822887,On or near Supermarket,E01013044,East Riding of Yorkshire 020F,Investigation complete; no suspect identified
92cfbbe4dbdd19910c196104c8a3729dd8579685e3981541bcd130afd17eeeca,2019-04,Humberside Police,Humberside Police,-0.274012,53.759723,On or near BESSINGBY GROVE,E01012895,Kingston upon Hull 017D,Investigation complete; no suspect identified
7c1972ec2757a6234cf613e0673b2b4c5225eb5b299266f3314100a189e12687,2019-04,Humberside Police,Humberside Police,-0.374080,53.786238,On or near 24TH AVENUE,E01012880,Kingston upon Hull 008C,Investigation complete; no suspect identified
f86def88d32f3057d42377ebab308fad5acf4fb2a0f2187e679a916556fd933a,2019-04,Humberside Police,Humberside Police,-0.313861,53.752578,On or near Parking Area,E01012805,Kingston upon Hull 026A,Investigation complete; no suspect identified
a27e7a8b332241cacb001b49c3002ae37db0343fc00a2be35dd5327142e64ab4,2019-04,Humberside Police,Humberside Police,-0.363791,53.788516,On or near Supermarket,E01012768,Kingston upon Hull 005C,Investigation complete; no suspect identified
9bd58d77c933aeed44ce1fb49fe4d1a2eda18b76e6c3c04dc231c00ccbe0a120,2019-04,Humberside Police,Humberside Police,-0.423778,53.855820,On or near GREENWOOD GARDENS,E01013065,East Riding of Yorkshire 016B,Investigation complete; no suspect identified
