Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2017-04-30T23:10:00+00:00,,,52.953919,-1.301407,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person and Vehicle search,2017-05-01T10:00:00+00:00,,,,,Male,25-34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,Suspect arrested,True,False
Person search,2017-05-02T13:00:00+00:00,,,52.778192,-1.575086,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False
Person search,2017-05-02T13:55:00+00:00,,,52.889968,-1.440705,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2017-05-02T18:00:00+00:00,,,52.778192,-1.575086,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,False
Person search,2017-05-02T20:00:00+00:00,,,53.440161,-1.970561,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2017-05-02T23:19:00+00:00,,,,,Male,18-24,,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,True,False
Person search,2017-05-03T09:10:00+00:00,,,52.898500,-1.458360,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2017-05-03T14:20:00+00:00,,,53.050563,-1.409151,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,True,False
Person and Vehicle search,2017-05-03T17:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2017-05-03T19:55:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2017-05-05T03:17:00+00:00,,,52.891528,-1.453259,,,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,True,False
Person and Vehicle search,2017-05-05T10:30:00+00:00,,,52.928154,-1.469846,Male,over 34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2017-05-05T12:10:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,,True,False
Person search,2017-05-05T21:05:00+00:00,,,52.873955,-1.507174,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Firearms Act 1968 (section 47),Firearms,,True,False
Person search,2017-05-05T21:05:00+00:00,,,52.882747,-1.500625,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Firearms Act 1968 (section 47),Firearms,,True,False
Person search,2017-05-05T21:05:00+00:00,,,52.882747,-1.500625,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Firearms Act 1968 (section 47),Firearms,,True,False
Person search,2017-05-07T22:00:00+00:00,,,52.908704,-1.480804,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
