Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2016-12-01T14:55:00+00:00,,,52.916804,-0.640447,Male,18-24,Not Stated (NS),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,False
Person search,2016-12-01T19:00:00+00:00,,,52.710125,-0.358062,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,True,False
Person search,2016-12-01T19:20:00+00:00,,,52.909425,-0.636633,Male,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2016-12-02T00:00:00+00:00,,,,,Male,18-24,White - White British (W1),White,,,,,
Person search,2016-12-02T00:00:00+00:00,,,,,Male,18-24,White - White British (W1),White,,,,,
Person search,2016-12-02T00:00:00+00:00,,,,,Female,18-24,White - White British (W1),White,,,,,
Person search,2016-12-02T00:00:00+00:00,,,,,Male,18-24,White - White British (W1),White,,,,,
Person search,2016-12-02T00:00:00+00:00,,,,,Male,18-24,White - White British (W1),White,,,,,
Person search,2016-12-02T00:00:00+00:00,,,,,Male,25-34,White - White British (W1),White,,,,,
Person search,2016-12-02T00:01:00+00:00,,,53.224035,-0.536906,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,True,False
Person search,2016-12-02T02:00:00+00:00,,,53.210254,-0.562757,Male,10-17,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False
Person search,2016-12-02T02:00:00+00:00,,,53.210254,-0.562757,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False
Person search,2016-12-02T04:35:00+00:00,,,53.225577,-0.544673,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False
