Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
aa3502b22505aa55402a56b6a5d108eca92770d2e32af9d4b751ac864f54a96e,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.426983,52.079241,On or near LEATHER LANE,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
da2b9247dd42fc3eab56e4abecbaac23dadfbffb54d4b4f43e0e2417ee72967c,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.710883,52.475887,On or near Parking Area,E01030270,Waveney 005C,Investigation complete; no suspect identified
86c4bbc97a27c615c017a1e905b53149bb48d3f8f3d2dbb7dfbedf7cf68562f3,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.153387,52.056035,On or near FALCON STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
306d808928587c2eb273203bd871b57b6c29f8407fd2ed5488188ef7bf83d7d5,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.337470,51.955045,On or near MARINA GARDENS,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
d6d15d9977fba024eb7dec12659743e1b2c96e9330696c497c856687205dedd5,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.578287,52.086234,On or near MORTIMER PLACE,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
be32d8e4148005920a90cdc9021d3f1d22e116747e631ff5e7ce294dc8cd58b5,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.726453,52.089059,On or near HAREFIELD,E01029900,Babergh 003A,Investigation complete; no suspect identified
56a68abb5e035ec1a0cd489784ffa9e4cbab55c93ba6fcafc8d5a9e3234c7fe4,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.745081,52.479962,On or near LOVE ROAD,E01030264,Waveney 004E,Investigation complete; no suspect identified
250ab7bc2f6e0d34afa27a771c5e2f88e8e412dbbdcd1ea9732044b18904ee18,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.706474,52.244539,On or near KING'S ROAD,E01030092,St Edmundsbury 007A,Investigation complete; no suspect identified
ce4ca9551d900aa2f7a1510ecb4f4701fa70caf9622ccdd5b26c6c7562fc7884,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.780250,52.037134,On or near A134,E01029880,Babergh 006A,Investigation complete; no suspect identified
cfc916441a2153336353716415f19ef10e7d4237fd08bfa56534075eac799855,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.631222,52.424052,On or near CHAPEL LANE,E01030295,Waveney 014D,Investigation complete; no suspect identified
7447e7e0cec19f5dfcb9da5cbc89af0c758c36188e20dc81bcea79d716ffd397,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.389911,52.254109,On or near FEILDEN WAY,E01029952,Forest Heath 008E,Investigation complete; no suspect identified
63bf5445be5f3c390d9d35bde31891117788181b6d46d1797ac9ee627bd5f42b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.145714,52.060620,On or near Supermarket,E01030024,Ipswich 006C,Investigation complete; no suspect identified
f99c799787dc3a45e1c2655e0771d644c638aa20142172ad67173a54c6ac8c25,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.753719,52.487279,On or near DAWN POINTON PLACE,E01030247,Waveney 007A,Investigation complete; no suspect identified
d206c6abb5fc78f016c6b4195375808ce46fe3c67f9a5ad1405d0fc40306587f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.493836,52.230687,On or near Parking Area,E01030208,Suffolk Coastal 003B,Investigation complete; no suspect identified
877f58e67fea85d1410437e3a8042b2cc37384e360948a89def414b16f718587,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.578734,52.084363,On or near CLARENCE ROAD,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
1913e9383a60dc717a41f9d3e79f03c48c04ed644616791e8cbe0f903e70c94d,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.580395,52.081278,On or near COMMON STREET,E01030101,St Edmundsbury 010B,Investigation complete; no suspect identified
8053eba3f7dff6ccfa09d5d8f3bce936941ca8ba8315d0ee39dfb59dcb34cfc1,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.453165,52.124975,On or near Park/Open Space,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
220bf72e386dacd193acc68f501fa28d8e8bd3e2e98ab030ececb874fb049b2a,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.429317,52.080839,On or near PRIMROSE HILL,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
9dbe9827352cb355d274078425274cf24d22e255843a86dca9c3199d8fe5a55d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.156195,52.056545,On or near UPPER BROOK STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
f322730109e7844e3a64b4bfe39af893d9d72b4dbd9cbeb54633f3013edef8fc,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.139071,52.062219,On or near PROSPECT ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
4f8210e1a02801e13e16a78d92067964ab7218a7173c9f5c4a931d46b01517c7,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.155467,52.059883,On or near NEALE STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
3f9e6c46300358f7f1a51df49cc0990d0f06a2d992ef6fb6367ce78fe413d13c,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.994641,52.191754,On or near A1308,E01030076,Mid Suffolk 010D,Investigation complete; no suspect identified
8935b7b5dd765aedd491a879dd238d39a8281f73023c1c04e9544898bcea06e5,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.491954,52.252331,On or near GAZELEY ROAD,E01029957,Forest Heath 005C,Investigation complete; no suspect identified
4dc3e567993c2a14373dc944e5ec2a45bc6a6d54be42bd35eee89f085976fab0,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.636639,52.172910,On or near CHURCH CLOSE,E01030100,St Edmundsbury 008B,Investigation complete; no suspect identified
0c8e74469684679cb50d4b954b7df2d606fcab8e91beaf6e3ad54663103ff067,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.589016,52.448008,On or near HOLLY CLOSE,E01030294,Waveney 011E,Investigation complete; no suspect identified
7b616252f5af56c62d42d99a3159c940282074e0ffedf5b43b85b13158697b2c,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.438618,52.083578,On or near SWAN LANE,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
bac7a166b4ea3a057a85779abd84a5f3a5812a65bb586ff78df5f3f7fb8b9196,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.310942,52.347814,On or near POST MILL LANE,E01030053,Mid Suffolk 003A,Investigation complete; no suspect identified
19f1de47e8f9feded489918f39b42c6af8192721dd8b8bded373f365e8e2e6a7,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.395592,52.261386,On or near OAKS DRIVE,E01029953,Forest Heath 006B,Investigation complete; no suspect identified
aa8b0f8ceb213a9ae52f124938482c86b2425b0e03d7791c35548fe1dfd690bb,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.934706,52.230233,On or near CAPTAIN'S LANE,E01030056,Mid Suffolk 006B,Investigation complete; no suspect identified
0ba3b80568be370a203034786909fef911212bf7377aea777a91d093669edc49,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.169407,52.036466,On or near FROBISHER ROAD,E01029980,Ipswich 016C,Investigation complete; no suspect identified
9fb2eb1f21e49ce8e27ff88166e2f376208f042400a99265597a9ea5190c623b,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.713875,52.245547,On or near HIGH BAXTER STREET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
7ed1d284c2cec4ed1597a2ad95af67d502d51197c0d92cc4d4ecf6769e23d11c,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.413401,52.430417,On or near Parking Area,E01018024,East Cambridgeshire 004A,Investigation complete; no suspect identified
6b57778288b1953d34f43cd974e4a2f89eca3e112420ee901cc8548643379a7e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.707763,52.471541,On or near Parking Area,E01030289,Waveney 005D,Investigation complete; no suspect identified
fdf9488272a6155666209605e6734586d46ed8fe1f610cf7d64c3311899cf7ce,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.755721,52.484499,On or near CAMDEN STREET,E01030247,Waveney 007A,Investigation complete; no suspect identified
46e319c0c0d8a944b6e8bf1cec385818f5f0a595f73a93db4ff3cb7a3ae21ebe,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.447108,52.073339,On or near BUMPSTEAD ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
abb6b0ad9b5e873fd3f05d34a73d8bead2e6ad3a24de14cb2ed8c3b88ce390c3,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.124571,52.070222,On or near MUMFORD ROAD,E01030030,Ipswich 003D,Investigation complete; no suspect identified
1734c555666cd0fca750bbfbcae8ecb4dbd60a65c327c748273510ebc5027310,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.046483,52.152959,On or near PRIESTLY ROAD,E01030061,Mid Suffolk 011C,Investigation complete; no suspect identified
8d25f4bacd1046c7b7f4b5fa91aae3a253112c87b975815529f3ffa4714f3f94,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Investigation complete; no suspect identified
f161bc64622df9b0c827b35bb56f42ea3ff26a7dbe0ca5ef0b9bee0adec7778e,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.369128,52.266371,On or near ANNE'S CLOSE,E01029937,Forest Heath 006A,Investigation complete; no suspect identified
b03e07cbfd2aabe1657b117cef0ada648882248b084be1d729f32282cfc5bbb8,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.629155,52.300819,On or near OLD BURY ROAD,E01030135,St Edmundsbury 008E,Investigation complete; no suspect identified
9589c5805fb3faac5e205f6697cfe8dbce35ad5a85c3181d276d08ac4b984c00,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.024293,52.200872,On or near BARLEY CLOSE,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
c1746d718a862ea156db536ad8b480e33c309a064b7350a36959b49273e0587b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.106452,52.364317,On or near FORGE CLOSE,E01030064,Mid Suffolk 001C,Investigation complete; no suspect identified
67ddabe4055bf48d169eb02696370cdf87ba77dd750446c3004e50d48006fe9a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.583831,52.202450,On or near QUAKERS WAY,E01030187,Suffolk Coastal 004C,Investigation complete; no suspect identified
c74a95b71fc8d2fdc8125d8522c06b9763275cbd33f257ef23268c6561ede84c,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.203434,52.050799,On or near FOXBERRY GARDENS,E01029965,Ipswich 009C,Investigation complete; no suspect identified
1c9e7cd989353607c3784716ff31d55797f010074292a9e2f0c867284f9f281e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.180197,52.053902,On or near FUCHSIA LANE,E01029961,Ipswich 007D,Investigation complete; no suspect identified
ef43658a4794a49e357abcd0db2746b2202f77827dda9e75df89a75613e48b7e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.744450,52.467686,On or near ECONOMY ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
04819dfe03af0a36d4f1da09c9c7e231c3bd2e98728a6fc5b888258f346359d8,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.111292,52.100874,On or near OLD IPSWICH ROAD,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
1aa86ae8bc4f8e164c6ed82cb47bd2238378c99358b03d71f62da83a13f98aca,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.395592,52.261386,On or near OAKS DRIVE,E01029953,Forest Heath 006B,Investigation complete; no suspect identified
1fa8baafdca2f6c97ad630908a5d9db22381c6f423d86a41be6412bca27bbba2,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.403783,52.244287,On or near NEW CUT,E01029950,Forest Heath 008C,Investigation complete; no suspect identified
9d6cbf13016ea1a1aa7d2a8f42b43db2e0c2d84d1ee322fd0cde3f618b6b82b8,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.624262,52.452299,On or near RIVERSIDE WAY,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
08b27cf7be3a5477b6813bcd0bdced1ba6b929c256e5f3c419de7ea336a0b865,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.156363,52.058717,On or near NORTHGATE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
595baff76a144e67bafcfc57312f16dbddc1ccdf36b4a90efb3b0395e2d3c61b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.175365,52.072353,On or near DORSET CLOSE,E01030011,Ipswich 005E,Investigation complete; no suspect identified
00e3d4342cf7129931da3b0b81a37190977edae89e7792b80ab54deb06c22a94,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.138097,52.061858,On or near SIRDAR ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
f7e150b2a4812a016b9b3fff9dcdea892122fdd8b9395984be0fcf5a59fb74d1,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.700929,52.240080,On or near SOUTH CLOSE,E01030147,St Edmundsbury 009E,Investigation complete; no suspect identified
9d02605a287320082e497f30108bc3377ce5696320c647a2209bfad6b9552e68,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.195224,52.040832,On or near RYDAL WALK,E01029994,Ipswich 014B,Investigation complete; no suspect identified
b5ae319fa238ac0425fac8373dce428fee0c7c7f7b6807bad57ef2812c543046,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.137833,52.059760,On or near SURREY ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
d21bed24c23c5aef848e7a9a39132df8978bad06b572a6ada43c32f6cd416041,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.736469,52.495319,On or near ASTBURY ROAD,E01030279,Waveney 002D,Investigation complete; no suspect identified
17c53ade6ac34eefebaa7a82a718c225a04e84616fbc90129c5a66adb2c9a829,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.453618,52.082673,On or near KINGFISHER CLOSE,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
fe4f12f09cbfd1c47937f2ca3b4579f4390fb63e131fff9c7e9e44d6c05c34a8,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.572778,52.454896,On or near MULBERRY CLOSE,E01030223,Waveney 010A,Investigation complete; no suspect identified
2c048b788d38bf22baf6ca9c59195ae1c720bca5383494ebfbe2a32846c748ad,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.667437,52.095796,On or near ANGEL MEADOWS,E01029884,Babergh 002B,Investigation complete; no suspect identified
f4421e189fa468cc8f907987088d972ee80d96c8ad188e473dae5531349baae8,2017-01,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Investigation complete; no suspect identified
6eace869ebd6673af7e96ef5b816caac68d9ed7ffa73d26a6c4121a3d0cc0740,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.683827,52.330630,On or near NORTH PARADE GARDENS,E01030282,Waveney 014A,Investigation complete; no suspect identified
96fdb4f27dce2aa0ac23c980074630c5e59d02eea5a75514b834420694eab3b9,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.170230,52.037586,On or near HOLBROOK ROAD,E01029980,Ipswich 016C,Investigation complete; no suspect identified
4d625e28a815793974c9546d5303c3de84feaf6ba6976d0dcb35cded3d2c6f3e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.205651,52.036528,On or near Petrol Station,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
939b62f44e1d0e3be4ff20537955eebbf75a5ac977c9d93ed7a669ed1eb07c94,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.730532,52.453941,On or near Supermarket,E01030272,Waveney 012E,Investigation complete; no suspect identified
8d2fe2231e3f9c5adba9f995dac3722ba17a4d8f202daf3df3500b1e66ebc4be,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.365676,52.149312,On or near WHINCROFT,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
41e99d7134fa3026ec6c3eae03ad69addef3ab1b0bb3f0a68ce64bc6d60ac5c4,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.750528,52.475588,On or near SURREY STREET,E01030250,Waveney 004D,Investigation complete; no suspect identified
8a35bfedf67b19735cbc323291135f749a5e59aa6466b2885b029fbb04f33491,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.998586,52.185359,On or near Parking Area,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
8e2d95d0cd0533dc21f3c3ba8158b4c467a0da51229e4b59f5d49b50e66ae22b,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.755645,52.027577,On or near MALLARD WAY,E01029891,Babergh 008F,Investigation complete; no suspect identified
23fbe7983848355d937ae1fe68bc5e1c64931d081cc1dd4813344892f8e61442,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.184639,52.028977,On or near SWATCHWAY CLOSE,E01029981,Ipswich 016D,Investigation complete; no suspect identified
8b24d58c8e083f6a78759cb96a15441a5134521c3b927e64508e7e45f44d9311,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.395755,52.241302,On or near FALMOUTH AVENUE,E01029949,Forest Heath 008B,Investigation complete; no suspect identified
41a2e962b0edc177c8efcefd5b0a2b1591ec65e315c57b0726f6a7a953c6c13a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.747006,52.476447,On or near ALMA STREET,E01030250,Waveney 004D,Investigation complete; no suspect identified
d407e32a42300dd42c7755e3fa2f67710a79f5a2d542661911aae4b8564fe656,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.142751,52.043359,On or near BARLEYHAYES CLOSE,E01029971,Ipswich 012D,Investigation complete; no suspect identified
a818d949585db815633aa098eeb700c21f7ecd81eff11667219dd9c5e6168fe2,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.154887,52.179634,On or near DEBENHAM ROAD,E01030057,Mid Suffolk 007B,Investigation complete; no suspect identified
74bf88579af6a2d7c088730c24ebd78cf4aff6a2454b93420dec411fff243084,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.119039,52.045096,On or near REDWING CLOSE,E01030013,Ipswich 013B,Investigation complete; no suspect identified
69b2f5470f3ac6719587105176fa124225582120a9d8e09abd96c88f2cd98c41,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.730613,52.038592,On or near MARKET HILL,E01029920,Babergh 007H,Investigation complete; no suspect identified
42073945e02387a3573d7e7c575a07344b0569f4bfe3c5f71cd5456d66e8ab8f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.162327,52.057019,On or near NEWTON STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
f70c9efaf9a1f4d1eb9e8b60a197cb0527c9679daa055bf2610e1c6bdbd9946d,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.568489,52.157311,On or near A143,E01030099,St Edmundsbury 010A,Investigation complete; no suspect identified
084bd77e6cd6b38625159ca0c1aab4bebd8f1107048319e18fced6feb147f982,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.154097,52.058660,On or near Parking Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
ab95ab0f5d0b3cb0208d98e836ae9f1ff91750cc109cefdd4f568a35a715fa93,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.207466,52.035399,On or near RANSOMES WAY,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
e1fffc6e521a057b12d0bf72965c51ccb9cb6c2599a200d3582956a060ea25ae,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.749199,52.472266,On or near PIER TERRACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
6a1b18184ccd0f53b2723e22e5269cd559bc41110af18a3f375d45e77feebec2,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.741738,52.464363,On or near LONDON ROAD SOUTH,E01030256,Waveney 007C,Investigation complete; no suspect identified
6e1d9eb3f0c55a37b259b288c538892e665ce24147d4f49bcb0a8ddc67f35629,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.999293,52.182391,On or near IPSWICH ROAD,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
37e8f8bcb5e9be309f0cdb5d513b3110a2c959bd1d7a507f4b826bba4ce25762,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Investigation complete; no suspect identified
1a51a57ba6fd416a9f57e42af25eaca5cb71d111f90fb7363c9d78b438027a49,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.514775,52.353920,On or near GIRTON CLOSE,E01029940,Forest Heath 004C,Investigation complete; no suspect identified
b93774b583428154d59c254368d3f11cb15b8558eed22f6bfb41c916501b4b4f,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.748158,52.378630,On or near THE STREET,E01030094,St Edmundsbury 002A,Investigation complete; no suspect identified
c68536333ff6e24e07cf9007095ca2873adedab8243ce2807135a998b48260ca,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.220631,52.146988,On or near CHURCH ROAD,E01030200,Suffolk Coastal 006B,Investigation complete; no suspect identified
df3241c415f44b930c7e13f833cd26cb1d3bba9fad0d9ed591851d22c7f3fc21,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.604582,52.438067,On or near MILE END,E01029930,Forest Heath 001E,Investigation complete; no suspect identified
47ecf6eb1e2f52c3e04081a5b9eaccbe240531f17683d47a46a1238809520075,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.725497,52.482686,On or near MONCKTON AVENUE,E01030271,Waveney 003C,Investigation complete; no suspect identified
6755671050d3128eecd80c0f0451f3642891663a610378b49328207beae10cf5,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.164253,52.056193,On or near DOVE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
e3ae0db0dbd64686a4599e82a6545ca78eef6f432d6804ce9d14a51595d752a0,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
ec607ae3aa909b1d04560ceaac66812255cba2a34344e211f5854205793ce7c6,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
631a88f715b08ded550bba18702813c3f88330a588db7ed95126baccc83dbb21,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.442916,52.087428,On or near ALDE ROAD,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
5d40508dd6b360744e7aafab589a269015d5870e965351ce98535ecc3184d92a,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
e817b7e53b0d0e47cc5d3b5223df22dbe1bf747731b0fe939e91d3a5c2022d94,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
0f957bc9cc097c667f6ae26183836d73051d43fb18352c4a7dd987764bb6d95e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
dc2d9c46d9d176dd62230170b1555a73f8341b18aed8cf34a0e7fe65976f3b1f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.754753,52.480401,On or near TRIANGLE YARD,E01030247,Waveney 007A,Investigation complete; no suspect identified
fd1ae312a2ad89d7fd401bb068fe3cbb82617bafd8065cd97cb94d99fa30d1f5,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.445592,52.452890,On or near GARDEN CLOSE,E01030231,Waveney 013B,Investigation complete; no suspect identified
a4d033133bf323a562b503c022dae18ee8994ad6503230ebcab53598f75c5746,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.022735,51.976252,On or near PITTS END,E01029883,Babergh 010D,Investigation complete; no suspect identified
9fc56e03d25c4f5ecbc3169b665e0cb517e84ef290b9651e58e171d5a6f26d8b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.135352,52.066203,On or near LAMBETH CLOSE,E01030022,Ipswich 006A,Investigation complete; no suspect identified
def65ffc2574f2a2069b73c6caa183c9c093bc70305c80fabeafbe4dde134df6,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.403783,52.244287,On or near NEW CUT,E01029950,Forest Heath 008C,Investigation complete; no suspect identified
d7b58e01d5a9e0e792f191ef7dc83571188273a38aeb9e52bd8ca1016c8887d4,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.136892,52.072773,On or near PRINCEDALE CLOSE,E01029977,Ipswich 002E,Investigation complete; no suspect identified
35abc7a567d2357988459ee25dcf840e2e861cd8a536d303e48e6673a313c61d,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.342562,51.966152,On or near VALLEY WALK,E01030164,Suffolk Coastal 013E,Investigation complete; no suspect identified
9afcea3e5d3efd28923e26b0f70056d7a86ad605f1670416574e968bf80f246b,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.186730,52.023532,On or near Petrol Station,E01033127,Ipswich 014E,Investigation complete; no suspect identified
7e9ddeada7098c51a9f34fcf4eb3b41d59e9118c911210261870d01b284ffe0e,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.167080,52.036771,On or near HOOD ROAD,E01029980,Ipswich 016C,Investigation complete; no suspect identified
5ca5e0db767741d5dae0db7b19d8ca90d7a3310f8bdbb7fa3544a95a631cd0b6,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.124571,52.070222,On or near MUMFORD ROAD,E01030030,Ipswich 003D,Investigation complete; no suspect identified
e2107075c704d8618c8fa228dba00888b28a9d6da5c99affc4525781e0f48d10,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.751822,52.474702,On or near BON MARCHE,E01030250,Waveney 004D,Investigation complete; no suspect identified
0f3caccd9a2dd75489d2e9b5c2dd1a137d8fbc5c38300557b5256b5c718ba5c9,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.751822,52.474702,On or near BON MARCHE,E01030250,Waveney 004D,Investigation complete; no suspect identified
cd71358c3a8c3f3ee46b2efe557573bad7cd578a2b6739d134ead25295e887c2,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.153908,52.051012,On or near BELL LANE,E01033130,Ipswich 012G,Investigation complete; no suspect identified
f294619e3f823fff48477ff1e132be9002d60a9bae651bc04fc2f7495b72fdbc,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.702565,52.259530,On or near NORTHUMBERLAND AVENUE,E01030139,St Edmundsbury 003C,Investigation complete; no suspect identified
c4415e8daf8cf77c5f628f053d7cc41754b6da47a4dc6094ce205aaeeafcbd42,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.392276,52.264034,On or near Pedestrian Subway,E01029956,Forest Heath 006E,Investigation complete; no suspect identified
8f3f8692493b16f4ee46ccd00825523a13d0b2ed6e6a29afc82556a597f8ad9f,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.138478,52.081643,On or near KINGSLEY CLOSE,E01030036,Ipswich 001E,Investigation complete; no suspect identified
2481af1b54a17f4275d9112d0f27418ead1d1da2da3a5f6e16ba1051026e4830,2017-01,Suffolk Constabulary,Suffolk Constabulary,0.452550,52.075178,On or near Petrol Station,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
14784e9e6779670adae436211388c3e633eb66931199b0cb5d6d0e27aad46666,2017-01,Suffolk Constabulary,Suffolk Constabulary,1.056552,52.160981,On or near ST MARY'S GARDENS,E01030083,Mid Suffolk 007C,Investigation complete; no suspect identified
