Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
4df4128fd0ef69b167dbbb481eb4b5aee77a8dd38234861456ebfb592eada9a0,2016-11,Humberside Police,Humberside Police,-0.056004,53.559691,On or near EVELYN GROVE NORTH,E01013158,North East Lincolnshire 012A,Investigation complete; no suspect identified
992950f665b501c73408361020aeda7390522f0692886cca4ae05a3a753b28b9,2016-11,Humberside Police,Humberside Police,-0.071868,53.564434,On or near THOMAS STREET,E01013159,North East Lincolnshire 011A,Investigation complete; no suspect identified
2fb5ce37e51122a10402dca2654372c34aa4384438eb1083d534f71c7e9e67da,2016-11,Humberside Police,Humberside Police,-0.319583,53.785936,On or near Supermarket,E01012787,Kingston upon Hull 002D,Investigation complete; no suspect identified
3512403c1c15fb64ab9185c61caa6f74a283a23364ea82bf9de1977af2fc5941,2016-11,Humberside Police,Humberside Police,-0.343705,53.749245,On or near RUSSELL STREET,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
7b839d7783c6cf0038a60463c6394eb8f8e9ffddfaa97ba4193f7e2ea24fe613,2016-11,Humberside Police,Humberside Police,-0.339880,53.745111,On or near JAMESON STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
f6644c698a9b401f1b28869eda604c165ae1a5131295f908d7aee96ba3f63776,2016-11,Humberside Police,Humberside Police,-0.125107,53.553638,On or near NEWBURY GROVE,E01013229,North East Lincolnshire 013E,Investigation complete; no suspect identified
3b7bd1ee7891854846b6fd530e95184a78681b123f55ff97b040bfab5b11ca78,2016-11,Humberside Police,Humberside Police,-0.121239,53.571422,On or near SERVICE ROAD 25,E01013144,North East Lincolnshire 004A,Investigation complete; no suspect identified
73d0dd14db7207d750bc8234d47a9522599a11dec61dc8d4c6957fe38ce6e103,2016-11,Humberside Police,Humberside Police,-0.363466,53.792188,On or near MEADOW GARTH,E01012768,Kingston upon Hull 005C,Investigation complete; no suspect identified
43e8f212b8cdd34757e845a816645d23c1d8efd0f77e6c7e21606711829fc166,2016-11,Humberside Police,Humberside Police,-0.392465,53.777425,On or near HOYLAKE CLOSE,E01012959,East Riding of Yorkshire 023C,Investigation complete; no suspect identified
c26e5c4d871380c18ee9caf7bed94171e885e102284807612684bc34b49391f4,2016-11,Humberside Police,Humberside Police,-0.650299,53.590004,On or near Parking Area,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
4f774b55cf813d42dd289332268af4afb2d9b3365fd8f68d1f5d3de02295dbe4,2016-11,Humberside Police,Humberside Police,-0.432081,53.841546,On or near LAIRGATE,E01013062,East Riding of Yorkshire 019E,Investigation complete; no suspect identified
744f84b0d40e102a68005a28a925c051ffabc673e83b3d0a73f9523b359ab922,2016-11,Humberside Police,Humberside Police,-0.372462,53.743320,On or near CARNEGIE STREET,E01012859,Kingston upon Hull 030A,Investigation complete; no suspect identified
d164093f66fd196e3ffa3fbe63c39946a7dbe674fba65633ed5b484f54df36f3,2016-11,Humberside Police,Humberside Police,-0.365652,53.735137,On or near ROSAMOND STREET,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
73c76f95e74fee29342d9b94a920e4b206a9fd09e066f0057397b72ea49dfe49,2016-11,Humberside Police,Humberside Police,-0.365652,53.735137,On or near ROSAMOND STREET,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
57872fda6a760fad23cf0fe0ecb4a5501ca37b52607ec757bdcc56ea32ae5983,2016-11,Humberside Police,Humberside Police,-0.345812,53.743494,On or near Theatre/Concert Hall,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
ce0cca44644225bc1ac44a4a4447addf49e4c96f4775a871a3cd252b5ee9c584,2016-11,Humberside Police,Humberside Police,-0.402479,53.753899,On or near COUNTY ROAD SOUTH,E01012801,Kingston upon Hull 019E,Investigation complete; no suspect identified
fd4c7f0e52a2f973881d72e1f0b4c7b64845d05e1678dd0c12130ff3efe729ec,2016-11,Humberside Police,Humberside Police,-0.367662,53.746266,On or near Sports/Recreation Area,E01012859,Kingston upon Hull 030A,Investigation complete; no suspect identified
090d385c20ada128888f2bcd09705646646911b7b8aa2bdd908ff9c37e813165,2016-11,Humberside Police,Humberside Police,-0.268422,53.784228,On or near BECKINGTON CLOSE,E01012838,Kingston upon Hull 010E,Investigation complete; no suspect identified
5b01020a67d6e42b98f83f51731c772fc3d0b4f6291233debb4f88f5995832ef,2016-11,Humberside Police,Humberside Police,-0.296738,53.779923,On or near SUTTON COURT,E01012822,Kingston upon Hull 007A,Investigation complete; no suspect identified
5238813914e19250e5149f57c560622d5bca66c99d7b3bcd54a04e93f90193c0,2016-11,Humberside Police,Humberside Police,-0.118275,53.828207,On or near CARLTON DRIVE,E01013029,East Riding of Yorkshire 021A,Investigation complete; no suspect identified
03a39d808dac58f6d153018774099ef7010fa6225987eed223a18f2c30837913,2016-11,Humberside Police,Humberside Police,-0.647131,53.588908,On or near THOMPSON STREET,E01013331,North Lincolnshire 007D,Investigation complete; no suspect identified
a2e52ec22bfcc218c0c02fa3fe1e0e89f608356ffa7ca79b12ded442571c21f8,2016-11,Humberside Police,Humberside Police,-0.195225,54.097030,On or near MARTON AVENUE,E01012930,East Riding of Yorkshire 002B,Investigation complete; no suspect identified
f3ac298e6ae5d24a2a3a397f40f118b6b9215e15246cbfae9a7e66371afac4ad,2016-11,Humberside Police,Humberside Police,-0.488613,53.560223,On or near SUNNINGDALE AVENUE,E01013271,North Lincolnshire 011D,Investigation complete; no suspect identified
9ebcf34e47540671d0e723df40e19078e9c75efaadb71119dd1d1563c46d4e19,2016-11,Humberside Police,Humberside Police,-0.074052,53.572865,On or near Parking Area,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
471663b0462024b693c1f10ee0d37eb1e0f648da97c894e3712115f3af1c15fd,2016-11,Humberside Police,Humberside Police,-0.357251,53.739858,On or near MIDGLEY CLOSE,E01012855,Kingston upon Hull 029D,Investigation complete; no suspect identified
ede6fc7ff99ab00480da1373226b5e257639a2cd99f313b52072f944d9a859a9,2016-11,Humberside Police,Humberside Police,-0.646464,53.571956,On or near POPLAR GARDENS,E01013315,North Lincolnshire 014A,Investigation complete; no suspect identified
a6f3570e91bd5ebd4cc0aeedd3cfbcf226ec8a4203071593703b3c24989f2d2a,2016-11,Humberside Police,Humberside Police,-0.321606,53.669743,On or near CHURCH SIDE,E01013304,North Lincolnshire 002B,Investigation complete; no suspect identified
c16dfbd01b5d85539be0f9cfbc04e1d0d3ea6332e4ebc468a99bb7b948888c38,2016-11,Humberside Police,Humberside Police,-0.182820,54.096394,On or near HARLAND ROAD,E01012935,East Riding of Yorkshire 002C,Investigation complete; no suspect identified
7e9bb4a9bb08f34185fdb5d5a684c3b097199176cf3a3f55812da06d308d37e9,2016-11,Humberside Police,Humberside Police,-0.343300,53.745671,On or near Shopping Area,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
18b702d0919beb9926aea6bfd21c7dfd13275295a89b8a3d46ec4d58737e1df3,2016-11,Humberside Police,Humberside Police,-0.488516,53.818324,On or near TEAL CLOSE,E01012921,East Riding of Yorkshire 020B,Investigation complete; no suspect identified
972a22d8acbacd9fd2956f01df90027a250358cb1c8d3302055fb1d0f008fe0f,2016-11,Humberside Police,Humberside Police,-0.072679,53.572502,On or near Parking Area,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
77429755458626cacb0c07adc3901531c09d1d1cdeca7446e7b1a24e1885b167,2016-11,Humberside Police,Humberside Police,-0.345572,53.740345,On or near COGAN STREET,E01012854,Kingston upon Hull 029C,Investigation complete; no suspect identified
35826999aec111446a07744c4f2ff7db686fcb20526bc22c73ce49a18941630c,2016-11,Humberside Police,Humberside Police,-0.194514,54.097550,On or near PRIORY CLOSE,E01012930,East Riding of Yorkshire 002B,Investigation complete; no suspect identified
195f163f8c7ed622293795fda450d10d5732f9d0b34eb26dd039b164dbf160a8,2016-11,Humberside Police,Humberside Police,-0.379119,53.735419,On or near HAWTHORN AVENUE,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
262f6e665ee5b9ad14067f7659b2bb80de850a066460660462b043e38b518f63,2016-11,Humberside Police,Humberside Police,-0.297704,53.753797,On or near DOVEDALE GROVE,E01012899,Kingston upon Hull 022B,Investigation complete; no suspect identified
d8d531547f30156676ba9ef11d56e7fbe4b9a5b4a1501c7042f87d294d617abf,2016-11,Humberside Police,Humberside Police,-0.031461,53.538055,On or near EPSOM PLACE,E01013157,North East Lincolnshire 020B,Investigation complete; no suspect identified
09c868992e7da6e10b6e117420d51796ac6971ad6092cf6e8fbad8e84dd24ffb,2016-11,Humberside Police,Humberside Police,-0.367169,53.738250,On or near GORDON STREET,E01012892,Kingston upon Hull 030D,Investigation complete; no suspect identified
24171c298547c3a93c34caa59612a3208e92c57051c4a0b276ce7593e162cb2d,2016-11,Humberside Police,Humberside Police,-0.372461,54.064817,On or near EAST STREET,E01012991,East Riding of Yorkshire 006C,Investigation complete; no suspect identified
1291cec4f2d6404d7d91b7be3d35a0dd83f34ffc5688cadfd7bb761b55be0903,2016-11,Humberside Police,Humberside Police,-0.101712,53.548136,On or near TORKSEY PLACE,E01013208,North East Lincolnshire 019C,Investigation complete; no suspect identified
c002418186fee8c05437a6cbc0ca59bd10ffc8d86559ba6af6d7154e842e9c81,2016-11,Humberside Police,Humberside Police,-0.663123,53.593456,On or near EDWARDS ROAD,E01013298,North Lincolnshire 008B,Investigation complete; no suspect identified
0e33fd453cedfe606d1aef47999bd239a1969423fa5f3a7e5eb2729954bb4454,2016-11,Humberside Police,Humberside Police,-0.778190,53.931310,On or near Supermarket,E01013056,East Riding of Yorkshire 011E,Investigation complete; no suspect identified
73377d38e3bf8b26b611433135b587585c9fc2d91fb1ec8ed8d61f1d2df912f0,2016-11,Humberside Police,Humberside Police,-0.199974,54.101794,On or near NEWSTEAD CRESCENT,E01012941,East Riding of Yorkshire 001F,Investigation complete; no suspect identified
d0d51fa6c5825c0793961d603fe0009b1d50faff42ac761690f78f75508f37ac,2016-11,Humberside Police,Humberside Police,-0.291614,53.770807,On or near ADELPHI CLOSE,E01012826,Kingston upon Hull 011C,Investigation complete; no suspect identified
2e73bb355ee6915464518f8846bfb998fda637ffacb454381dd4ba6a30e60f87,2016-11,Humberside Police,Humberside Police,-0.404121,53.728581,On or near HESSLE ROAD,E01012883,Kingston upon Hull 033B,Investigation complete; no suspect identified
e586cb3659196a2f72a758ae69b79de2add9383eed7cc731e072c26dc3875fc2,2016-11,Humberside Police,Humberside Police,-0.088542,53.567039,On or near SOMERSBY STREET,E01013222,North East Lincolnshire 003E,Investigation complete; no suspect identified
de0207bacf51abb313130efc80570666cdedf4401d637dac8f41dbfa2e5d3526,2016-11,Humberside Police,Humberside Police,-0.413899,53.755957,On or near MOORHOUSE ROAD,E01012800,Kingston upon Hull 023C,Investigation complete; no suspect identified
2b82ef6e00fd50fb1dfdd1aa74bd903f7bfc7fd9ca5fc2fc27d1e1f0910604cb,2016-11,Humberside Police,Humberside Police,-0.634872,53.572256,On or near WARLEY ROAD,E01013311,North Lincolnshire 015C,Investigation complete; no suspect identified
428dfc8cad06c6539b3aca855b33d89737c0add0c3d3705215696496d6a3c714,2016-11,Humberside Police,Humberside Police,-0.369107,53.734016,On or near Parking Area,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
1fad7751501182a1cc66edddc0df0b9ae610f6e7a739dfeff6c85ec63cbb8d63,2016-11,Humberside Police,Humberside Police,-0.365934,53.757955,On or near PARK AVENUE,E01012762,Kingston upon Hull 018B,Investigation complete; no suspect identified
1ac4ec8ec0444003310f1dfffaa6500d3710eec5824f1de5e9249fc10724b807,2016-11,Humberside Police,Humberside Police,-0.087001,53.564713,On or near WEST ST MARY'S GATE,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
4904f2499f307ddad7ef99110a19e026f2fd553b95eef7574ba0b9f7698d676b,2016-11,Humberside Police,Humberside Police,-0.063666,53.566144,On or near ROBERTS STREET,E01013140,North East Lincolnshire 006B,Investigation complete; no suspect identified
e943cd173b4339c5a1b6208d45490d38fcf467c89933fba14f84373bd802c474,2016-11,Humberside Police,Humberside Police,-0.049078,53.569422,On or near BLUNDELL AVENUE,E01013201,North East Lincolnshire 005C,Investigation complete; no suspect identified
e3dfffff763f27ef5efc3367b77caef4ee2243e430730f525e205d7712d9405f,2016-11,Humberside Police,Humberside Police,-0.083874,53.565427,On or near GEORGE STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
37a0c708783783f15fea31b114371a72df61d9b1174d85bbda661b2337f21506,2016-11,Humberside Police,Humberside Police,-0.334637,53.741155,On or near VICAR LANE,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
a71992ffce0e346d40dbbd921e7f8877869f305466d58a2fabc7558c3744b05a,2016-11,Humberside Police,Humberside Police,-0.206373,54.085700,On or near ST MARTINS DRIVE,E01012943,East Riding of Yorkshire 004B,Investigation complete; no suspect identified
d32491ce3524b5a5517397c9e1cc5ad67b38df19009a68459b64fe13d9307ace,2016-11,Humberside Police,Humberside Police,-0.412201,53.752698,On or near WILLERBY ROAD,E01012796,Kingston upon Hull 023A,Investigation complete; no suspect identified
d7557c0800b0be679dc3b4353c283e5bf333da7dfb40e9bc50b59e90a83fd5d8,2016-11,Humberside Police,Humberside Police,-0.306276,53.751491,On or near SWEET DEWS GROVE,E01012900,Kingston upon Hull 022C,Investigation complete; no suspect identified
9d105a999bc0037eb055c552502532b11e5caf9c73e0a5f23fbb2cd67de0aebd,2016-11,Humberside Police,Humberside Police,-0.656965,53.597055,On or near DALE STREET NORTH,E01013296,North Lincolnshire 008A,Investigation complete; no suspect identified
08fc8b57b70e6410f447a833070ca557aea4f4bacb37b930e21218608d3bbdb6,2016-11,Humberside Police,Humberside Police,-0.069031,53.567372,On or near Supermarket,E01013140,North East Lincolnshire 006B,Investigation complete; no suspect identified
f4d9f195ec5923d051d4f8254124a8bb2a153e1581cf5b3a120c554117e33041,2016-11,Humberside Police,Humberside Police,-0.351123,53.737599,On or near COMMERCE LANE,E01012854,Kingston upon Hull 029C,Investigation complete; no suspect identified
f1f108184680f54ed83ce36c9624aeb70f7b6b314b0c344b5f574d9e16c0d12a,2016-11,Humberside Police,Humberside Police,-0.438444,53.760783,On or near BELLFIELD DRIVE,E01013110,East Riding of Yorkshire 027B,Investigation complete; no suspect identified
85c4a458eee8f8785eabd422e94ecd6f9ed2cf21a440ad9dbc879c00ada9b79b,2016-11,Humberside Police,Humberside Police,-0.549248,53.564578,On or near CORONATION GARDENS,E01013276,North Lincolnshire 013C,Investigation complete; no suspect identified
f74119c5eb2ab3b66ca720c9918c648ff2979f034bd5e8f09b6b4077f85b0a3d,2016-11,Humberside Police,Humberside Police,-0.112419,53.516473,On or near LINDRICK WALK,E01013217,North East Lincolnshire 023E,Investigation complete; no suspect identified
c5c2ed4a4c523e1a35cf636ae01ac2850a31e3f99367d97b33a0a5d397cdf657,2016-11,Humberside Police,Humberside Police,-0.082357,53.566229,On or near DIAL SQUARE,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
29fc07eb4707d2d15439961d1eb40e53cf704b1da0e0dfd2bc3af26c65405860,2016-11,Humberside Police,Humberside Police,-0.400909,53.859859,On or near HULL BRIDGE ROAD,E01012924,East Riding of Yorkshire 014A,Investigation complete; no suspect identified
0d79f2e9ea003f9f7648d6c4fc71fe5c93ff6b6136a14a4c0bbb8322f7b9570d,2016-11,Humberside Police,Humberside Police,-0.336455,53.784194,On or near MARSDALE,E01012910,Kingston upon Hull 006D,Investigation complete; no suspect identified
a30747dc39030689ad33e131621cd8e757b44c57c24519d831eef4ba43418f34,2016-11,Humberside Police,Humberside Police,-0.318312,53.763796,On or near PAVILION CLOSE,E01012804,Kingston upon Hull 016A,Investigation complete; no suspect identified
2fec921bde9cb1481f21d9b7f77b30d5e0c17ea953f9d007cc840787ae45598d,2016-11,Humberside Police,Humberside Police,-0.880030,53.706064,On or near BOOTHFERRY ROAD,E01012999,East Riding of Yorkshire 040C,Investigation complete; no suspect identified
8c6c477a611e3a437e37fd53de016e4039d4fcae6f0cb689c630e30df26399e6,2016-11,Humberside Police,Humberside Police,-0.350500,53.789484,On or near DOVESTONE WAY,E01012829,Kingston upon Hull 006A,Investigation complete; no suspect identified
0809f639a28c26d3c22e49d3c65319b6fb22fc8b728eec65ed7913972dbcfa84,2016-11,Humberside Police,Humberside Police,-0.399208,53.760957,On or near SETTING ROAD,E01012801,Kingston upon Hull 019E,Investigation complete; no suspect identified
1a128e912bccfe633d5790ad32028ef4085b35880c34f6aad7777ab8cf6dac65,2016-11,Humberside Police,Humberside Police,-0.037126,53.562718,On or near Petrol Station,E01013199,North East Lincolnshire 010C,Investigation complete; no suspect identified
792ec4544806f2907e372f3f717f5e21cd5b3e7922507116aaa88594ceb68156,2016-11,Humberside Police,Humberside Police,-0.429844,53.840411,On or near CHAMPNEY ROAD,E01013041,East Riding of Yorkshire 019D,Investigation complete; no suspect identified
192bc33bf4a0dd392a4d3409ac644da7eca96515eb78ee0789fafc735c660bff,2016-11,Humberside Police,Humberside Police,-0.266578,53.774844,On or near Petrol Station,E01012833,Kingston upon Hull 009A,Investigation complete; no suspect identified
6b99ec1913beaca0b07e22f2a10bedaf4159c396f449248df4cfecebb211034b,2016-11,Humberside Police,Humberside Police,-0.341981,53.749123,On or near RAYWELL STREET,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
7734e5af3a7cebb9863f75959652f1320e6e1aa28eefeb87a5ab7e17b5ccead2,2016-11,Humberside Police,Humberside Police,-0.440269,53.677514,On or near THE BRIDGES,E01013258,North Lincolnshire 001E,Investigation complete; no suspect identified
8a5d12bb88f17a2bd8878afa8ff3009accf655cd287c186c8aac8ab30f5ce70b,2016-11,Humberside Police,Humberside Police,-0.090493,53.564984,On or near Parking Area,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
1b958548a77c3692128dd7bd6976708ad549e67fe2ee0f2d5720687c45e60d86,2016-11,Humberside Police,Humberside Police,-0.357234,53.753513,On or near MIDDLETON COURT,E01012852,Kingston upon Hull 024B,Investigation complete; no suspect identified
3af90685758d95901b0902b84fe6eeef96488d46a04b014b11145c35ccc594f0,2016-11,Humberside Police,Humberside Police,-1.058232,53.694573,On or near LODGE LANE,E01013075,East Riding of Yorkshire 042C,Investigation complete; no suspect identified
77fa99febcb3eaaed5b72354c68b53d4ebca8a912b6617f4d8b755347d086385,2016-11,Humberside Police,Humberside Police,-0.344710,53.746068,On or near BROOK STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
1b1a55d71432d0edb3e4861838eec0ae39eaab657e68b2c6799c444543d6b440,2016-11,Humberside Police,Humberside Police,-0.342020,53.744278,On or near CHAPEL STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
3ad03dd62592f8f033239c585b97bd9eeffa528e4e7ee4281cea0ae5619a916e,2016-11,Humberside Police,Humberside Police,-0.435642,53.683880,On or near BECK HILL,E01013255,North Lincolnshire 001B,Investigation complete; no suspect identified
4bc4ec9f263f2e6bfcad07eb7f5376e5fb92032db439763ce5062fe3d979d60a,2016-11,Humberside Police,Humberside Police,-0.068271,53.570794,On or near GEORGE JANNEY COURT,E01013137,North East Lincolnshire 002B,Investigation complete; no suspect identified
3bdd671a38e48d36d2cc0306b1dfbc8c55ba6532b876832de0c39df1d191fd93,2016-11,Humberside Police,Humberside Police,-0.201843,53.756631,On or near PINFOLD COURT,E01013102,East Riding of Yorkshire 029E,Investigation complete; no suspect identified
176e2478f71fd32d96bedc8d63b984550a735b0b91981d232173802d7c323db1,2016-11,Humberside Police,Humberside Police,-0.379786,53.763429,On or near MILLER'S WALK,E01012791,Kingston upon Hull 014A,Investigation complete; no suspect identified
64f9ebdaf369dea2643c6fe41db11989cf37a20b75abd5dc24fc3bc5263ca4e5,2016-11,Humberside Police,Humberside Police,-0.323399,53.890784,On or near SOUTH CARRS,E01012926,East Riding of Yorkshire 014B,Investigation complete; no suspect identified
74a7f03e488e1117ac459511abfd49ec90c94695897353061b76530a81715caf,2016-11,Humberside Police,Humberside Police,-0.865415,53.710987,On or near GRASMERE CLOSE,E01012998,East Riding of Yorkshire 037B,Investigation complete; no suspect identified
934881ebd177c107c1fe712d7e78a79c44bb3183060b881a3bf6b3d3d51fc73b,2016-11,Humberside Police,Humberside Police,-0.115812,53.545725,On or near PINEWOOD CRESCENT,E01013209,North East Lincolnshire 019D,Investigation complete; no suspect identified
ef8bbe2e5c29b3a4365c4923488d942772fc26a3b61c44cc4eb3a1c22703c143,2016-11,Humberside Police,Humberside Police,-0.379897,53.738072,On or near DAVID WHITFIELD CLOSE,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
e6c527434cdf3a12e025c2622d505c01c1be72496c6ccf191273427d007a5d2e,2016-11,Humberside Police,Humberside Police,-0.813299,53.556145,On or near KING EDWARD STREET,E01013242,North Lincolnshire 020B,Investigation complete; no suspect identified
c037e1e5b425fc998a2c9fc8539282d1ac5685aa8d6d654abc5695b8467478f7,2016-11,Humberside Police,Humberside Police,-0.351531,53.745767,On or near Petrol Station,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
94231e4427cd1b2cd147ab75c388a29ac1f1f431c9addbabeaa64d42f28e126b,2016-11,Humberside Police,Humberside Police,-0.403726,53.743417,On or near PLANTATION DRIVE WEST,E01012770,Kingston upon Hull 028A,Investigation complete; no suspect identified
9e3ca989ed664cc285cad7edcb33e9a7e3c24c4d81c4a27af34d38f99086f931,2016-11,Humberside Police,Humberside Police,-0.322632,53.757420,On or near MONTROSE STREET,E01012806,Kingston upon Hull 016B,Investigation complete; no suspect identified
487709002e4fb169ae2e9e81b3d73ba8ea23c7ce9a03fbe1c3c0314515c686a8,2016-11,Humberside Police,Humberside Police,-0.878495,53.707389,On or near WEATHERILL STREET,E01012999,East Riding of Yorkshire 040C,Investigation complete; no suspect identified
7ee35ab0a7c3c78a902d5fd295232b90c2bc611ad963d8a14b1a6fc7acf15c1f,2016-11,Humberside Police,Humberside Police,-0.365848,53.741819,On or near ENA STREET,E01012892,Kingston upon Hull 030D,Investigation complete; no suspect identified
5f43e1b6397ed33aaf4598aa70115f971c09fcb1360d883c69d17d420ca0885e,2016-11,Humberside Police,Humberside Police,-0.412626,53.585173,On or near A15,E01013270,North Lincolnshire 004A,Investigation complete; no suspect identified
ed65fb3ad8a687693f64274c9fcfd245e75c709ac62b3a5b6cde9ca38cabc37a,2016-11,Humberside Police,Humberside Police,-0.675161,53.607604,On or near EXMOOR AVENUE,E01013297,North Lincolnshire 007A,Investigation complete; no suspect identified
c1b6f18af3e37d6bfc9002f6ed175454cb2858298fd89404ed4739a6a21829e3,2016-11,Humberside Police,Humberside Police,-0.412626,53.585173,On or near A15,E01013270,North Lincolnshire 004A,Investigation complete; no suspect identified
4ee21a15d18c8c9f17c8ff6aa944c8a07de54e3554a14a0a3ca70ae911f7e9c0,2016-11,Humberside Police,Humberside Police,-0.439138,53.687225,On or near QUEEN'S AVENUE,E01013254,North Lincolnshire 001A,Investigation complete; no suspect identified
4ba56b8934c0973c3fad5ba880459e8f910a998dc062d3527d481b098a73bc5d,2016-11,Humberside Police,Humberside Police,-0.326659,53.740082,On or near ST ABBS CLOSE,E01012811,Kingston upon Hull 026E,Investigation complete; no suspect identified
7c810a9868f80371cedc9243bfd0a3e38e6094fec2d407d7711368ad966adfe1,2016-11,Humberside Police,Humberside Police,-0.360112,53.754388,On or near Supermarket,E01012757,Kingston upon Hull 025B,Investigation complete; no suspect identified
e1a504b97b8eaac669ab253340fac05dc0d7dce86ead2657cc911a4730622420,2016-11,Humberside Police,Humberside Police,-0.310178,53.790676,On or near NEATSHEAD GARTH,E01012784,Kingston upon Hull 004C,Investigation complete; no suspect identified
6474efc3ceee5a81d00bbd473193737ba9384df29bd7ab1c3a4ce353b8610e69,2016-11,Humberside Police,Humberside Police,-0.273071,53.775639,On or near BELTON CLOSE,E01012834,Kingston upon Hull 010C,Investigation complete; no suspect identified
607c9bc262ed6f5ccfe176e681a84ced08ab4897d42c3716667e2c3ad5aa8d3a,2016-11,Humberside Police,Humberside Police,-0.446069,53.772432,On or near Further/Higher Educational Building,E01012961,East Riding of Yorkshire 022D,Investigation complete; no suspect identified
4b3c7d7cc606123b7faf4f289b3ccffd002e65adcbb2aa1a1b35e8c4bc04f9d1,2016-11,Humberside Police,Humberside Police,-0.088542,53.567039,On or near SOMERSBY STREET,E01013222,North East Lincolnshire 003E,Investigation complete; no suspect identified
81fb1273b29701ae59773b31604555ad3bc6701752f33633327a7a473c7aa1a1,2016-11,Humberside Police,Humberside Police,-0.078919,53.573789,On or near LOWER SPRING STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
059c102fa8e44bdcd95b314748b711610fa002bcf8f74ec3e4acfd508c6a2e34,2016-11,Humberside Police,Humberside Police,-0.388439,53.726807,On or near FREIGHTLINER ROAD,E01012883,Kingston upon Hull 033B,Investigation complete; no suspect identified
4b86533357a31fbbf977f2cc577d1b2e55dcb1bb7ccc8afd391bd8fbcce601ed,2016-11,Humberside Police,Humberside Police,-0.767647,53.838298,On or near OLD LEA,E01013023,East Riding of Yorkshire 018B,Investigation complete; no suspect identified
e2e240a0131d4245c5a39cc052d52d242f3c67b310ae453910903570fac5acfb,2016-11,Humberside Police,Humberside Police,-0.395283,53.779944,On or near LYNDHURST AVENUE,E01012959,East Riding of Yorkshire 023C,Investigation complete; no suspect identified
9e3852cd800b458187fb965077fcbebb840474530f94bc74b6bbcde2a1f1648c,2016-11,Humberside Police,Humberside Police,-0.051557,53.556571,On or near PHELPS PLACE,E01013160,North East Lincolnshire 012B,Investigation complete; no suspect identified
1792b24bb0b5b3e9b30b55f8ffc9c15fdd1a114217d860f84391abc3f3a56be0,2016-11,Humberside Police,Humberside Police,-0.377139,53.759672,On or near MURRAYFIELD ROAD,E01012791,Kingston upon Hull 014A,Investigation complete; no suspect identified
068b99e5d6bd0655e2c224bfe9059a347d5f678aa15638ae3ccb4711f08f6e77,2016-11,Humberside Police,Humberside Police,-0.641062,53.570421,On or near LINDALE GARDENS,E01013315,North Lincolnshire 014A,Investigation complete; no suspect identified
c134bba95c547d23b84cca59a02161e8bfd7da7db0b2e74fd1bee826d5aa4a99,2016-11,Humberside Police,Humberside Police,-0.457213,53.754895,On or near PACKMAN LANE,E01013116,East Riding of Yorkshire 028D,Investigation complete; no suspect identified
c45fac2f4ef7063f3eb381b57950a775ade0ab91e308111e19d9492b967a4fe6,2016-11,Humberside Police,Humberside Police,-0.360464,53.762096,On or near MARSHALL STREET,E01012866,Kingston upon Hull 018D,Investigation complete; no suspect identified
b350bf90bfbd4ec40e9122db5b59aa877a65715d453714c0364382fd7a544bf1,2016-11,Humberside Police,Humberside Police,-0.107838,53.547856,On or near WOOTTON ROAD,E01013204,North East Lincolnshire 019A,Investigation complete; no suspect identified
41db350e1167a4c15773c1f77df1485c949260f9ac23e2f2e98b9132496fea40,2016-11,Humberside Police,Humberside Police,-0.137568,53.551073,On or near VICTORY WAY,E01013227,North East Lincolnshire 013C,Investigation complete; no suspect identified
c5b1fde33055a7c7af0becb472da8af8b465490eeff2ff193852980366f946cc,2016-11,Humberside Police,Humberside Police,-0.283082,53.767207,On or near SPERRIN CLOSE,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
a1371ec0e1c0e4e643e17f4047d2e89fb2a3c9c74e783c012b009a7815b44afc,2016-11,Humberside Police,Humberside Police,-0.334519,53.743778,On or near MANOR STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
