Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2017-01-01T00:00:00+00:00,,,50.919894,-2.283778,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2017-01-01T00:00:00+00:00,,,50.919894,-2.283778,Male,25-34,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2017-01-01T00:00:00+00:00,,,50.609804,-2.453434,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2017-01-01T00:00:00+00:00,,,50.753450,-1.890936,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2017-01-02T00:00:00+00:00,,,50.719192,-1.885378,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Article found - Detailed outcome unavailable,False,
Person search,2017-01-03T00:00:00+00:00,,,,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.733365,-1.847368,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,True,
Person search,2017-01-03T00:00:00+00:00,,,50.725997,-1.845040,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.733365,-1.847368,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.733365,-1.847368,Male,over 34,Not Stated (NS),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.729169,-1.849989,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.773410,-1.887784,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2017-01-03T00:00:00+00:00,,,50.856614,-2.161639,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2017-01-03T00:00:00+00:00,,,50.779578,-2.728440,Male,18-24,Not Stated (NS),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.811647,-1.888104,Male,18-24,White - White British (W1),White,Wildlife and Countryside Act 1981 (section 19),,Nothing found - no further action,,
Person search,2017-01-03T00:00:00+00:00,,,50.811647,-1.888104,Male,over 34,White - White British (W1),White,Wildlife and Countryside Act 1981 (section 19),,Nothing found - no further action,,
