Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6fc236ed8e45f63da3901cfc54d70bd24804dc506b42f7d825e2d51902e6a17b,2017-04,Essex Police,Essex Police,0.899183,51.910173,On or near Hospital,E01021682,Colchester 004D,Unable to prosecute suspect
2577f1c042417928b08c1f85afd10e5e9d485b76434736b1ef702734d7330328,2017-04,Essex Police,Essex Police,0.899183,51.910173,On or near Hospital,E01021682,Colchester 004D,Unable to prosecute suspect
b056ed64e588003ebe7323c48c51e3d627364c711a8e2639e1b78eb9569cc2ae,2017-04,Essex Police,Essex Police,0.899183,51.910173,On or near Hospital,E01021682,Colchester 004D,Unable to prosecute suspect
7c8fb5a267cd328b31a53453505669edb48f26a4c3eb8467e3d4cfa518a64d9e,2017-04,Essex Police,Essex Police,0.706956,51.534439,On or near CLIFFTOWN PARADE,E01015853,Southend-on-Sea 015C,Unable to prosecute suspect
db45f5b7835631b89982011f9659ee9cb72a3afdd724415236c18014357538ab,2017-04,Essex Police,Essex Police,0.027258,51.692173,On or near AMESBURY,E01021814,Epping Forest 007C,Formal action is not in the public interest
7fdab8a3dfd10fcfd46746f7af58af5f36c4ac4e6ef68e2723d6db6fe358663f,2017-04,Essex Police,Essex Police,1.093192,51.896326,On or near B1035,E01022019,Tendring 003E,Unable to prosecute suspect
f958271ddf9cde2c30708453652427d794823b38cf096e10e969c44884d658a0,2017-04,Essex Police,Essex Police,0.623530,51.811128,On or near HONEYSUCKLE WAY,E01021425,Braintree 016B,Formal action is not in the public interest
d9cb3ff47626c19aa9f6904609085f7d2a22561c3e284f722321a60f2d078d2d,2017-04,Essex Police,Essex Police,1.152226,51.789923,On or near ROSEMARY ROAD,E01022025,Tendring 016B,Suspect charged
f49ca7a5251b640dc23aa7e4791a0e553f2c2d4e32d238287adff5d79cc7ba1c,2017-04,Essex Police,Essex Police,0.073947,51.745888,On or near HULL GROVE,E01021866,Harlow 011D,Formal action is not in the public interest
111c386f5546a9e4155c2b40f299e3977547e65102772bbb493d7be83d7faa28,2017-04,Essex Police,Essex Police,0.623530,51.811128,On or near HONEYSUCKLE WAY,E01021425,Braintree 016B,Suspect charged
f80ce53fd3de15d20aaed9cc858246d4f73c84249e8819302ff1f3e123325900,2017-04,Essex Police,Essex Police,1.160852,51.858254,On or near HIGH STREET,E01021974,Tendring 007B,Unable to prosecute suspect
7338f66e09dd3e4c54e4deb0cb095dc7651b26e918787aee45349d314235a43f,2017-04,Essex Police,Essex Police,0.558661,51.878935,On or near RAILWAY STREET,E01033458,Braintree 009E,Formal action is not in the public interest
a7697ade1ee0c890a9daf70c11bd0a8f75c2376fa4afe20b3792f0d40f1b2f07,2017-04,Essex Police,Essex Police,0.655446,51.558218,On or near SHANNON CLOSE,E01015819,Southend-on-Sea 003F,Unable to prosecute suspect
e1b7dec8dbe451522e1cfa491805cc7c905db25f7516150e06770904e6b27e12,2017-04,Essex Police,Essex Police,0.322153,51.476033,On or near STATION APPROACH,E01015954,Thurrock 017D,Local resolution
ec476b84071811031256faaee1a7c6e0fa7a553c4e8dc603a4b37e43d0ad42ee,2017-04,Essex Police,Essex Police,0.655381,51.566268,On or near MANSEL CLOSE,E01015835,Southend-on-Sea 001C,Offender given a caution
30dd1235d15a901220bb70b475a96e2bd813d83034cd51ca5cf7d55a9596c8ea,2017-04,Essex Police,Essex Police,0.711295,51.538530,On or near Parking Area,E01015854,Southend-on-Sea 015D,Offender given penalty notice
5b916070b90b5547dfbb72eb29454d12663fc94ac1febf72b0cc374be26510f0,2017-04,Essex Police,Essex Police,0.435633,51.518957,On or near ARMSTRONG CLOSE,E01015985,Thurrock 003B,Unable to prosecute suspect
8dd133da5829931911abb8a49bfcff25ecedba8185e01dfd8a4cf425e235ce9f,2017-04,Essex Police,Essex Police,0.819946,51.626778,On or near Parking Area,E01021880,Maldon 008E,Unable to prosecute suspect
00a25e71a8a60f9e74e3db26e8273c26a2d4d8bf81ae187e02c6a5eae23e2b24,2017-04,Essex Police,Essex Police,0.934305,51.891962,On or near CONIFER CLOSE,E01021697,Colchester 008B,Suspect charged
01cc846623549d80143380032b5ac4ff5fa5df7143e8bd4bb1d5b76d5bce0722,2017-04,Essex Police,Essex Police,0.608119,51.553128,On or near HIGH STREET,E01021518,Castle Point 006B,Suspect charged
2df13b0bec7c04dd07ff0e548bee7d3b95a7d20bfb38a2b1f8e1ab34f3369e73,2017-04,Essex Police,Essex Police,0.946847,51.891478,On or near KINGFISHER CLOSE,E01021705,Colchester 022G,Suspect charged
b202e20c1f4c3ab6570eb82ec2eded0dc8c42dc37b2dbe3d6d86f303de0c57a1,2017-04,Essex Police,Essex Police,0.611886,51.552388,On or near LONDON ROAD,E01021518,Castle Point 006B,Suspect charged
606e5d0be15a7ac518192db47dafb2a62732911ced0def7f65319492037b2579,2017-04,Essex Police,Essex Police,0.592084,51.520253,On or near Parking Area,E01021498,Castle Point 011B,Unable to prosecute suspect
320717a862933ada141ff3b8e380668b544af9a986b656a3b6770a209fa22f80,2017-04,Essex Police,Essex Police,1.211189,51.855882,On or near WALTON ROAD,E01021974,Tendring 007B,Formal action is not in the public interest
c4ada8ca67e8eb6541685d2c58f180a696cf4523d641922173bde8510ce37a78,2017-04,Essex Police,Essex Police,0.056189,51.634208,On or near SUTTON CLOSE,E01021785,Epping Forest 014D,Local resolution
f199e383f54ea1cbc6425dc526e32972e66a269857eb7479b6937525465b949b,2017-04,Essex Police,Essex Police,0.050153,51.628216,On or near HURST ROAD,E01021743,Epping Forest 015B,Unable to prosecute suspect
c8afeabdcc8e5d3fcde4f2b2881757609ca4dcf4a51dac66c933f6d13d1c3326,2017-04,Essex Police,Essex Police,0.387384,51.506792,On or near STANFORD ROAD,E01015979,Thurrock 004C,Formal action is not in the public interest
105c4cf232095908515169899717ff1e652b8bdd5bbb600597c6e9f5ea89e872,2017-04,Essex Police,Essex Police,0.284949,51.501576,On or near CLAYBURN GARDENS,E01015927,Thurrock 007A,Unable to prosecute suspect
3969cec054fdab2a9dc22f67d0a4561b121f8a6360c50cc735569043ef84cb78,2017-04,Essex Police,Essex Police,1.145453,51.792632,On or near Parking Area,E01021968,Tendring 017A,Suspect charged
3969cec054fdab2a9dc22f67d0a4561b121f8a6360c50cc735569043ef84cb78,2017-04,Essex Police,Essex Police,1.145453,51.792632,On or near Parking Area,E01021968,Tendring 017A,Suspect charged
3969cec054fdab2a9dc22f67d0a4561b121f8a6360c50cc735569043ef84cb78,2017-04,Essex Police,Essex Police,1.145453,51.792632,On or near Parking Area,E01021968,Tendring 017A,Suspect charged
3969cec054fdab2a9dc22f67d0a4561b121f8a6360c50cc735569043ef84cb78,2017-04,Essex Police,Essex Police,1.145453,51.792632,On or near Parking Area,E01021968,Tendring 017A,Suspect charged
804f248463ca24b1f35474cde95a9f7bf47db0c725430d529a75bfee72e25dd7,2017-04,Essex Police,Essex Police,0.894830,51.906260,On or near OAKS PLACE,E01021680,Colchester 004B,Formal action is not in the public interest
912ff9823407c22cc0b0fcf196045fcc4bc2ea69c28f18579c8c399e377ab382,2017-04,Essex Police,Essex Police,0.476871,51.766278,On or near CRICKETERS CLOSE,E01021541,Chelmsford 001D,Suspect charged
c52d56b08827edc8900c56e0df1a315a94f44d734ba8864db5475107ed36db65,2017-04,Essex Police,Essex Police,0.134047,51.751646,On or near LONDON ROAD,E01021768,Epping Forest 001A,Suspect charged
fec7718ea8eb0f6256f69103d159d96266f7001189a5741dfa919590ff4403c3,2017-04,Essex Police,Essex Police,0.440924,51.515727,On or near CONRAD ROAD,E01015990,Thurrock 003D,Unable to prosecute suspect
15bed065de3da4f303f471e484e3a1593b67f726cf8e36cc80d588f190cc5b47,2017-04,Essex Police,Essex Police,0.579366,51.515353,On or near AZALEA MEWS,E01021502,Castle Point 011E,Unable to prosecute suspect
74f4bc8b9c2e8d3e6f40901cd271ffe1627882c561b184549063525e9f00cceb,2017-04,Essex Police,Essex Police,0.083217,51.768214,On or near UPPER STONYFIELD,E01021842,Harlow 004D,Local resolution
98ec0d521f981b82d93a289c39d0ba87a2f40d0fb1f79516e780fb984b3df67a,2017-04,Essex Police,Essex Police,0.479390,51.738715,On or near Shopping Area,E01033141,Chelmsford 010G,Unable to prosecute suspect
0ef3d084df5a192970476c086bf84f2e56da80c130b9932e01d91fbf417efd02,2017-04,Essex Police,Essex Police,0.678142,51.736249,On or near Supermarket,E01021890,Maldon 004B,Unable to prosecute suspect
8f7cff59dc90de3ffad922c1b9c2ea23607f490dbc2b505fbed7990d83713fcd,2017-04,Essex Police,Essex Police,0.893012,51.922080,On or near BOXTED ROAD,E01021680,Colchester 004B,Local resolution
14a9b07eeb0051570ad929ee70768299ce12679cbcabd7bb555ee83982dac3b9,2017-04,Essex Police,Essex Police,0.493120,51.566682,On or near SANDON CLOSE,E01021326,Basildon 022D,Local resolution
9226295b76d3856b6ba841b7f1694c20419bc478ac705dda0e722dee16ec0801,2017-04,Essex Police,Essex Police,0.678142,51.736249,On or near Supermarket,E01021890,Maldon 004B,Unable to prosecute suspect
4eebe15267770271df2a6c9c1d3a97f0ac76068e31dc4d0a26a37d210b934f05,2017-04,Essex Police,Essex Police,0.780740,51.539296,On or near Supermarket,E01015882,Southend-on-Sea 013G,Unable to prosecute suspect
eb2ef2943dce64f8caa766646b3701718049cac6698250c1aacc326612f9a742,2017-04,Essex Police,Essex Police,0.780740,51.539296,On or near Supermarket,E01015882,Southend-on-Sea 013G,Suspect charged
5cb417485c04e730a67c44d37d6545d571383cb14a6bc12eb06ee4bb599b3b12,2017-04,Essex Police,Essex Police,0.780740,51.539296,On or near Supermarket,E01015882,Southend-on-Sea 013G,Suspect charged
48e536f80292d8fbf8a461cc6ddea951f930bc45d21420a024b11238ad63b9da,2017-04,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Local resolution
59e73d9578b78fbc38e9931594ea04a8b5b93492e50e4eb602482235ef000415,2017-04,Essex Police,Essex Police,0.699675,51.566858,On or near Parking Area,E01015867,Southend-on-Sea 002E,Unable to prosecute suspect
0b4ec9a678483d143f115c24141ebd72af3647a4a604dc0df22d1f9756824799,2017-04,Essex Police,Essex Police,0.909651,51.884966,On or near Petrol Station,E01021686,Colchester 011D,Suspect charged
aaef9e5856b7490b5d68ea9e5aaefcdd4874f13b8e2fa6c515d90059d185884f,2017-04,Essex Police,Essex Police,0.124229,51.785708,On or near Petrol Station,E01021848,Harlow 002E,Offender given a caution
7013d7f648c707c04b9e00993ade41cf9a0632b3f31944a594656f3c40e38d77,2017-04,Essex Police,Essex Police,0.644764,51.570061,On or near BRUNEL ROAD,E01015834,Southend-on-Sea 001B,Unable to prosecute suspect
bcacf72ec695bbe47a26d657616b3610e1ca3ba37f40a519924b6a9a322ae942,2017-04,Essex Police,Essex Police,0.893012,51.922080,On or near BOXTED ROAD,E01021680,Colchester 004B,Formal action is not in the public interest
220526ddf4d6028121431b521623c3c8e9c0e9d1fee48877ef92da25c9201a2e,2017-04,Essex Police,Essex Police,1.254127,51.934723,On or near DOCKFIELD AVENUE,E01022007,Tendring 002D,Unable to prosecute suspect
64bef3372494c54dfb0e695117a89e82afb958a3a96c24f1505d30c6f15de657,2017-04,Essex Police,Essex Police,0.256463,52.025232,On or near ELIZABETH CLOSE,E01022079,Uttlesford 002D,Formal action is not in the public interest
64bef3372494c54dfb0e695117a89e82afb958a3a96c24f1505d30c6f15de657,2017-04,Essex Police,Essex Police,0.256463,52.025232,On or near ELIZABETH CLOSE,E01022079,Uttlesford 002D,Formal action is not in the public interest
913067a1ebb1e7157b51a38159c173a084107cd6e57288d6a8cbbb360c998567,2017-04,Essex Police,Essex Police,0.458555,51.727678,On or near ROOKES CRESCENT,E01033139,Chelmsford 009G,Suspect charged
baed32f19c562c82420b39f8ce53216608498541706ced8d1eda86a0effb79ec,2017-04,Essex Police,Essex Police,0.290659,51.627375,On or near UPPER RYLE,E01021432,Brentwood 004B,Unable to prosecute suspect
baed32f19c562c82420b39f8ce53216608498541706ced8d1eda86a0effb79ec,2017-04,Essex Police,Essex Police,0.290659,51.627375,On or near UPPER RYLE,E01021432,Brentwood 004B,Unable to prosecute suspect
baed32f19c562c82420b39f8ce53216608498541706ced8d1eda86a0effb79ec,2017-04,Essex Police,Essex Police,0.290659,51.627375,On or near UPPER RYLE,E01021432,Brentwood 004B,Unable to prosecute suspect
f29fb9f06cfb303928463a968847f00f7f01590befe1678e921f2fa1c891090d,2017-04,Essex Police,Essex Police,0.701152,51.556239,On or near A127,E01015861,Southend-on-Sea 004E,Unable to prosecute suspect
6f94396291ab37c2b81992577a2a1403b2a3876cc9920212dc7a8d5f023ae571,2017-04,Essex Police,Essex Police,0.631574,51.937355,On or near JUNIPER CLOSE,E01021391,Braintree 004C,Suspect charged
ed96a51894fb6132045683181d9540d0602e0775aef567594b6491361fc9ff25,2017-04,Essex Police,Essex Police,1.248504,51.928187,On or near JUBILEE CLOSE,E01022004,Tendring 004D,Formal action is not in the public interest
8e71cca7f7e1c060de838a32cd4d6ef5afaaef112ab49c0958eb845412361d02,2017-04,Essex Police,Essex Police,0.918481,51.885080,On or near CHALLENGE WAY,E01021685,Colchester 011C,Local resolution
86a0ec09fedca4373566a1432c4d474af31a29d4c505b8a9d192b0ef7017d754,2017-04,Essex Police,Essex Police,0.090994,51.771224,On or near Petrol Station,E01021872,Harlow 007E,Unable to prosecute suspect
a52a822aaf8098ffa19f68287588a72860e5f13455a8c216b47ad486f6ea5d19,2017-04,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Local resolution
74e7fb9f30072eaacb565e03f226cc6b7a3b15c71abc06b7b563acb6e2df1e02,2017-04,Essex Police,Essex Police,0.675813,51.741690,On or near SAMIAN CLOSE,E01021887,Maldon 003D,Unable to prosecute suspect
10a9a6b9107155b2d2116cafe0ec7bec32f48627dadb1e88b8b0e2c0d8da3c70,2017-04,Essex Police,Essex Police,0.697159,51.536050,On or near LYDFORD ROAD,E01015853,Southend-on-Sea 015C,Unable to prosecute suspect
3040b36f2b9ac41e35d25e2a94cf081dbd1a7d0b477b8298cc9eef181ea610b0,2017-04,Essex Police,Essex Police,0.458555,51.727678,On or near ROOKES CRESCENT,E01033139,Chelmsford 009G,Suspect charged
710d690151cb9c1e2caf5f23c1f8f2d57a12c80809c7968fbdf03415200be0c5,2017-04,Essex Police,Essex Police,0.464594,51.756950,On or near ESSEX AVENUE,E01021588,Chelmsford 006B,Unable to prosecute suspect
9231388e598fa65ddf07bfa6df0af3e6fb0c6247e08ee37e6023919a3bcb723d,2017-04,Essex Police,Essex Police,0.093027,51.753436,On or near Supermarket,E01021859,Harlow 010C,Offender given a caution
ab39a80e1b31b2abc4b96e648dab35952cf80f5284730cf6ca7fe80dbb8903cd,2017-04,Essex Police,Essex Police,0.454697,51.583653,On or near CHESTER HALL LANE,E01021268,Basildon 015B,Suspect charged
647abe6f47a9f8c3d42bf51bc2d5f9bb95ffddb03f50bd93d13c84de6a2f6b03,2017-04,Essex Police,Essex Police,0.699490,51.565684,On or near NIGHTINGALE CLOSE,E01015867,Southend-on-Sea 002E,Unable to prosecute suspect
b70c07e90c3b665bdcbb2cdd57cc2b89920fc2c19a398d6df040283e92a18ab4,2017-04,Essex Police,Essex Police,0.709086,51.541900,On or near Parking Area,E01015895,Southend-on-Sea 010A,Offender given a caution
f2ede491548102155e08d3d8a0f825a90f930b4752130e2bdcbe36279cb5a11a,2017-04,Essex Police,Essex Police,0.699490,51.565684,On or near NIGHTINGALE CLOSE,E01015867,Southend-on-Sea 002E,Unable to prosecute suspect
a435e28a0ca5c1cd3ceb7347144b907b7f8fd82736d20a0ff12c539b84641c6b,2017-04,Essex Police,Essex Police,0.712497,51.540310,On or near Bus/Coach Station,E01015895,Southend-on-Sea 010A,Offender given a caution
341647355c40ef2f5c9f8f7578832d13c8fce66d9aac570e0fc887e899f3d803,2017-04,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Local resolution
debcbfadca8e6ee25eead59f5f2c52c418b9ae813fbb66177b17031348604631,2017-04,Essex Police,Essex Police,0.458555,51.727678,On or near ROOKES CRESCENT,E01033139,Chelmsford 009G,Suspect charged
d2057ac3ac75cc549a66c3919caf6df430a811b6e507b9d0de53574ee21b40ad,2017-04,Essex Police,Essex Police,1.190332,51.802314,On or near YORK ROAD,E01022035,Tendring 012D,Unable to prosecute suspect
f706ce55a656c70b27a2be9ef5fe122150abad7b6fcebe879d0ff415cbb4f299,2017-04,Essex Police,Essex Police,0.631574,51.937355,On or near JUNIPER CLOSE,E01021391,Braintree 004C,Local resolution
bfb12eb836c91f4cb13f0236b31893bc73b7c99b2862d0e3a4ae417b0b0d44d0,2017-04,Essex Police,Essex Police,0.712497,51.540310,On or near Bus/Coach Station,E01015895,Southend-on-Sea 010A,Suspect charged
bc25d6adbe77a809aca91dce22d53a03fb8b984814061cee7c84d563176e9d36,2017-04,Essex Police,Essex Police,0.768892,51.529674,On or near BUNTERS AVENUE,E01015919,Southend-on-Sea 017F,Formal action is not in the public interest
89b28ec1ab7f8b4afab19999ab1effb8ea7468129b62720b71c41969e5d277c8,2017-04,Essex Police,Essex Police,0.445460,51.741279,On or near SKREENS COURT,E01021599,Chelmsford 009C,Offender given a drugs possession warning
8be78024e5bd66a6417e44b5a7a4a464d8f95254271072fa4c06ea590808dbf1,2017-04,Essex Police,Essex Police,0.202196,51.897021,On or near CHURCH ROAD,E01022086,Uttlesford 006A,Formal action is not in the public interest
b51789ea75343bb89a32fa1b03c5c9ada67ae1c33cc4b833c65c753b1c873dfe,2017-04,Essex Police,Essex Police,0.552410,51.879134,On or near Tofts Walk,E01021365,Braintree 009D,Unable to prosecute suspect
c4cd6e4d403ca54aee8019889ed11d6eb9a7eddc39be4c6ca18db94166bc8fa2,2017-04,Essex Police,Essex Police,0.693247,51.544045,On or near WEST ROAD,E01015900,Southend-on-Sea 010F,Unable to prosecute suspect
811f714a3f0029c774620b1e9ea4256a45b0287f75d14cec7c61060a4143d948,2017-04,Essex Police,Essex Police,0.435633,51.518957,On or near ARMSTRONG CLOSE,E01015985,Thurrock 003B,Formal action is not in the public interest
171dfc7212602d0415c9bac0b2d8c3895294a80524e3c198f03009961ccbf4a7,2017-04,Essex Police,Essex Police,0.679463,51.537499,On or near SECOND AVENUE,E01015827,Southend-on-Sea 012A,Suspect charged
59d294e50d62e20ae4ee27e96440fbc5d0c78562df6ac491413c769b0e3cc1d6,2017-04,Essex Police,Essex Police,0.491020,51.753434,On or near LEYBOURNE DRIVE,E01021620,Chelmsford 004D,Unable to prosecute suspect
a293459dd78266a4963680fabce82ff0bd0f5b2d93dae70f572fcf07d40e872c,2017-04,Essex Police,Essex Police,0.717404,51.535043,On or near CHANCELLOR ROAD,E01015852,Southend-on-Sea 015B,Offender given a drugs possession warning
d22e9ae9458736751b351211d21cd957766a4b801e541fc3e0583613ef0e426a,2017-04,Essex Police,Essex Police,0.627430,51.540502,On or near Sports/Recreation Area,E01015910,Southend-on-Sea 008C,Offender given a drugs possession warning
4a1ff533f9f5ca7d7c7d08d48bf1bbad71726cbab8c3d0f7b5798e894d6e4fb2,2017-04,Essex Police,Essex Police,1.145785,51.794898,On or near WARWICK ROAD,E01021970,Tendring 016A,Formal action is not in the public interest
f71c8dde87364a722afe4056b3e20e96e5c793eba935c4f37a81b592e7c92434,2017-04,Essex Police,Essex Police,1.145785,51.794898,On or near WARWICK ROAD,E01021970,Tendring 016A,Formal action is not in the public interest
6b2e4c6f6095bc659a8d857ac43991119ed77eb4556000fdfa5b9a66014d008c,2017-04,Essex Police,Essex Police,0.467864,51.735073,On or near PARK ROAD,E01033141,Chelmsford 010G,Formal action is not in the public interest
912860180a05fae012e70112ae6a4739661ef11edf2e7773671b25a6df77a4e3,2017-04,Essex Police,Essex Police,0.096806,51.749008,On or near PETERSWOOD,E01021860,Harlow 010D,Unable to prosecute suspect
6ec78e3ff59b2af1e362a99174b047efaf7e123ad5c29a2aada107529da8c59f,2017-04,Essex Police,Essex Police,0.554881,51.875564,On or near STATION ROAD,E01021365,Braintree 009D,Formal action is not in the public interest
4c0340ed1342e8cad4d8f6493a518a229e4558bdbf2cf2af52ec4567648b5b7f,2017-04,Essex Police,Essex Police,0.486167,51.582325,On or near WHITMORE COURT,E01021267,Basildon 012B,Unable to prosecute suspect
8c9416342c217ef52363924a91c1d2caf2ef5bc9967223cef13546abfbcaa87f,2017-04,Essex Police,Essex Police,1.109169,51.889591,On or near HEATH ROAD,E01022019,Tendring 003E,Formal action is not in the public interest
1c0ecd21dc2d4faa7d7ae9a1fa9da13d73e4a5857cb6858ffa5b4433942a0906,2017-04,Essex Police,Essex Police,0.461625,51.576151,On or near BUTNEYS,E01021319,Basildon 017E,Unable to prosecute suspect
13c3ef1e70e25a8441db020cd066dcc579fd7259213ecbbba73a9ad20a9db23b,2017-04,Essex Police,Essex Police,0.479067,51.566467,On or near SUNNEDON,E01021324,Basildon 019C,Suspect charged
65705afcba71251e28ecbe0d43ae9d5e7e96479a65c7503f193558c46ae8c65f,2017-04,Essex Police,Essex Police,0.479067,51.566467,On or near SUNNEDON,E01021324,Basildon 019C,Formal action is not in the public interest
bac041a48e62c4b7250950be724fd0268461e209e1a0ae69b28db7bb1beda168,2017-04,Essex Police,Essex Police,0.686449,51.725142,On or near FITCHES CRESCENT,E01021889,Maldon 004A,Unable to prosecute suspect
bfe82355a3c7022ffd45531152040bb9bd21c355b97f03115baba24d3e4100c2,2017-04,Essex Police,Essex Police,0.409604,51.634176,On or near CRESCENT CLOSE,E01021246,Basildon 002B,Unable to prosecute suspect
bc7ab8091c5d5afb07d34ed6fba4055d50277f142e4c87ae2c307f871054c1c0,2017-04,Essex Police,Essex Police,0.880032,51.871998,On or near REED HALL AVENUE,E01033723,Colchester 015G,Unable to prosecute suspect
31eef66e66ae4d7733f56e5a98697bade8c78a211c2ba5c8150f4b004b0a68f1,2017-04,Essex Police,Essex Police,0.090927,51.768833,On or near Parking Area,E01021872,Harlow 007E,Local resolution
1e51bb72e4002baa0906403932a77b83c811188080ea018decb12d551a286d71,2017-04,Essex Police,Essex Police,0.428312,51.569903,On or near VIOLA CLOSE,E01021286,Basildon 016A,Suspect charged
a7aea09e8039f9ae2fbab8f967be51e60fbc97b2e155af2048f58798bf18664a,2017-04,Essex Police,Essex Police,0.096056,51.768166,On or near SOUTH GATE,E01021868,Harlow 007B,Suspect charged
9b89f1c969a678c7e924bae1d716f5e5e9368d96420e1f0c2462e89907c11f91,2017-04,Essex Police,Essex Police,0.466253,51.737400,On or near Parking Area,E01021574,Chelmsford 010A,Offender given a caution
8c21fc2a28cade4c18cb67520d7070875d70b5cc27c16b98bf2d12e24af34ac7,2017-04,Essex Police,Essex Police,0.917521,51.924991,On or near SEVERALLS LANE,E01033720,Colchester 002F,Suspect charged
2e2c7299fc64d3490d8ff313cf233b8b6c8b2112dddcc5b01c18d674967df9b8,2017-04,Essex Police,Essex Police,0.558751,51.865426,On or near SCOTT CLOSE,E01021374,Braintree 011E,Unable to prosecute suspect
2b571a3b91830f7ff38a9cc69ad6d9287f339c9890eae9fc02634e3d5f8f420f,2017-04,Essex Police,Essex Police,0.331358,51.476084,On or near CHARLES STREET,E01015962,Thurrock 016E,Formal action is not in the public interest
c743986f6c8c49587c93bdc620bd83405019488a2af5e4b4a7b37ccd9d5d495c,2017-04,Essex Police,Essex Police,0.479589,51.728594,On or near Supermarket,E01033140,Chelmsford 010F,Suspect charged
4598f5e987ab1a17f64433f34395100591be7eb5125ef941f5cd64d3312bacaf,2017-04,Essex Police,Essex Police,0.298562,51.605350,On or near CHINDITS LANE,E01021472,Brentwood 008C,Suspect charged
4598f5e987ab1a17f64433f34395100591be7eb5125ef941f5cd64d3312bacaf,2017-04,Essex Police,Essex Police,0.298562,51.605350,On or near CHINDITS LANE,E01021472,Brentwood 008C,Suspect charged
1aabe2ecab4d214bcdb8ffdc00ca36cb7471a7a41c195473c0257deb55e336ff,2017-04,Essex Police,Essex Police,0.086303,51.771334,On or near Hospital,E01021843,Harlow 004E,Unable to prosecute suspect
d82a3caadf3378195fb56d3c0d194930917fb2f393bfd270c2487953d7c34306,2017-04,Essex Police,Essex Police,0.456959,51.570727,On or near Shopping Area,E01021318,Basildon 015C,Suspect charged
62e87f066c0669affdc08795050fc617f6949da166c46e897483e8df2edaa296,2017-04,Essex Police,Essex Police,0.192601,51.898774,On or near OLD BELL CLOSE,E01022085,Uttlesford 005E,Unable to prosecute suspect
62e87f066c0669affdc08795050fc617f6949da166c46e897483e8df2edaa296,2017-04,Essex Police,Essex Police,0.192601,51.898774,On or near OLD BELL CLOSE,E01022085,Uttlesford 005E,Unable to prosecute suspect
69ba3434de04319b4ef2b1ddd0d6a72f99d1075808d12498993a868a36eb1b7b,2017-04,Essex Police,Essex Police,0.303574,51.623606,On or near WATES WAY,E01021433,Brentwood 007A,Formal action is not in the public interest
c863ecb80f119e27bba72b19c3a4a60daf94d698bb0519c8fdc4a2832fa5143d,2017-04,Essex Police,Essex Police,0.589921,51.979287,On or near BROOK MEADOW,E01021399,Braintree 003C,Unable to prosecute suspect
3f2e56d4de5c57112d13129ba44f0af5bfbfca21734489bdcbfc7d517ef74792,2017-04,Essex Police,Essex Police,0.295639,51.522744,On or near CANTERBURY PARADE,E01015971,Thurrock 006B,Offender given a drugs possession warning
78afbd826a7d0b793b5ddac0e0351ef0c36c625fb5fc7871b6d788f5a2f7e1cd,2017-04,Essex Police,Essex Police,0.628273,51.809610,On or near PENNYROYAL CRESCENT,E01021426,Braintree 015E,Local resolution
1de137cac1ee77d4d2ed753ad685bfca72dabe31c2e183ab487c17f02d754e94,2017-04,Essex Police,Essex Police,0.469816,51.574432,On or near METHERSGATE,E01021266,Basildon 015A,Unable to prosecute suspect
11421d5ef5979ffd29b16fc8b96203bd42383cabcb1a801c31717564388ccbfe,2017-04,Essex Police,Essex Police,0.806072,51.635654,On or near CHELMER WAY,E01021878,Maldon 008C,Local resolution
a5edf6718f7bbf2dd316a489d40e9f83a3b8a2ce46831b3acd49a5087c47dc7f,2017-04,Essex Police,Essex Police,0.545135,51.883851,On or near PYGOT PLACE,E01021358,Braintree 008C,Suspect charged
92e7e548dda6bebae02f4f1e4c437091c2b2f2fdd77791833dbee5aea4b62b2a,2017-04,Essex Police,Essex Police,0.368684,51.872114,On or near CHELMER DRIVE,E01022069,Uttlesford 008D,Unable to prosecute suspect
f3120408c861ff059d703686b306aeb94eae004d26d1675fb48bd0941b6f3752,2017-04,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Local resolution
d937ae7212eb7563207dbcad292ba45f6dc4de23ecd8448288d405c2540516a9,2017-04,Essex Police,Essex Police,0.896245,51.888706,On or near HEAD STREET,E01021649,Colchester 007D,Unable to prosecute suspect
d404fb05aa304a79e8575367f2b66c9f5d5f1756311fcd61b0e1347651fd9002,2017-04,Essex Police,Essex Police,0.541047,51.660092,On or near OLD BARN LANE,E01021535,Chelmsford 016B,Local resolution
d404fb05aa304a79e8575367f2b66c9f5d5f1756311fcd61b0e1347651fd9002,2017-04,Essex Police,Essex Police,0.541047,51.660092,On or near OLD BARN LANE,E01021535,Chelmsford 016B,Local resolution
d404fb05aa304a79e8575367f2b66c9f5d5f1756311fcd61b0e1347651fd9002,2017-04,Essex Police,Essex Police,0.541047,51.660092,On or near OLD BARN LANE,E01021535,Chelmsford 016B,Local resolution
2d1f825554e722cc2f0f0a42ac35b28bafb18e29bf386eddb36351379a069720,2017-04,Essex Police,Essex Police,1.237462,51.927592,On or near BERYL ROAD,E01022002,Tendring 004C,Local resolution
